,URL,NbId,NbName
0,http://res.cloudinary.com/dguxtsd45/image/upload/v1702387375/eindhoven_geoguessr/achtse%20barrier-gunterslaer/1_vgjmzv.jpg,522,achtse barrier-gunterslaer
1,http://res.cloudinary.com/dguxtsd45/image/upload/v1702387375/eindhoven_geoguessr/achtse%20barrier-spaaihoef/1_br3ssm.jpg,523,achtse barrier-spaaihoef
2,http://res.cloudinary.com/dguxtsd45/image/upload/v1702387377/eindhoven_geoguessr/achtse%20barrier-spaaihoef/2_t9zpkt.jpg,523,achtse barrier-spaaihoef
3,http://res.cloudinary.com/dguxtsd45/image/upload/v1702381767/eindhoven_geoguessr/bokt/bokt_1_lo0wlx.jpg,546,bokt
4,http://res.cloudinary.com/dguxtsd45/image/upload/v1702381767/eindhoven_geoguessr/bokt/bokt_2_zhxzcn.jpg,546,bokt
5,http://res.cloudinary.com/dguxtsd45/image/upload/v1702387365/eindhoven_geoguessr/genderbeemd/1_hwfgul.jpg,731,genderbeemd
6,http://res.cloudinary.com/dguxtsd45/image/upload/v1702387366/eindhoven_geoguessr/genderbeemd/2_o5z9qt.jpg,731,genderbeemd
7,http://res.cloudinary.com/dguxtsd45/image/upload/v1702387366/eindhoven_geoguessr/genderbeemd/3_q8lpkl.jpg,731,genderbeemd
8,http://res.cloudinary.com/dguxtsd45/image/upload/v1702387367/eindhoven_geoguessr/meerbos/1_fb4yy9.jpg,632,meerbos
9,http://res.cloudinary.com/dguxtsd45/image/upload/v1702387368/eindhoven_geoguessr/meerbos/2_wplx6l.jpg,632,meerbos
10,http://res.cloudinary.com/dguxtsd45/image/upload/v1702387374/eindhoven_geoguessr/prinsejagt/1_bqqhyf.jpg,512,prinsejagt
11,http://res.cloudinary.com/dguxtsd45/image/upload/v1702387369/eindhoven_geoguessr/prinsejagt/2_mp0mgc.jpg,512,prinsejagt
12,http://res.cloudinary.com/dguxtsd45/image/upload/v1702387372/eindhoven_geoguessr/tempel/1_qv5ms7.jpg,532,tempel
13,http://res.cloudinary.com/dguxtsd45/image/upload/v1702387369/eindhoven_geoguessr/tempel/2_tbaa9c.jpg,532,tempel
14,http://res.cloudinary.com/dguxtsd45/image/upload/v1702387373/eindhoven_geoguessr/tempel/3_czwglb.jpg,532,tempel
15,http://res.cloudinary.com/dguxtsd45/image/upload/v1702387370/eindhoven_geoguessr/tu-terrein/1_izfsa9.jpg,115,tu-terrein
16,http://res.cloudinary.com/dguxtsd45/image/upload/v1702387371/eindhoven_geoguessr/tu-terrein/2_dbdkmx.jpg,115,tu-terrein
17,http://res.cloudinary.com/dguxtsd45/image/upload/v1702384268/eindhoven_geoguessr/vredeoord/vredeoord_1_e0dag0.jpg,426,vredeoord
18,http://res.cloudinary.com/dguxtsd45/image/upload/v1702384268/eindhoven_geoguessr/vredeoord/vredeoord_2_ykdudj.jpg,426,vredeoord
19,http://res.cloudinary.com/dguxtsd45/image/upload/v1702384269/eindhoven_geoguessr/vredeoord/vredeoord_3_nrs3mt.jpg,426,vredeoord
