Wijkcode ;Wijknaam ;Stadsdeelcode ;Stadsdeelnaam ;Objectid ;SHAPE.AREA;SHAPE.LEN;geo_shape;geo_point_2d
22;Wijk Kortonjo;2;Stadsdeel Stratum;331;3218440.5734891;8981.12541760136;"{""coordinates"": [[[5.495051460975679, 51.42129248530987], [5.495115757071282, 51.42118746480069], [5.495405275119605, 51.42056901691572], [5.495441811341376, 51.42047619899846], [5.495620874815063, 51.42002128915392], [5.495877810347549, 51.419440088057605], [5.496333179704811, 51.41840997877639], [5.496441576323551, 51.41816857749423], [5.496540191020592, 51.41794895770311], [5.496932225230903, 51.417075864181896], [5.497061311373149, 51.41678836945801], [5.497331584841379, 51.41608812507147], [5.497678838464783, 51.41576001346547], [5.49841696448224, 51.41446036894773], [5.4997879809910915, 51.411300851241144], [5.5009157378663724, 51.408685300141116], [5.501079935527445, 51.40830445995465], [5.501454186555685, 51.407456206803424], [5.502456327367914, 51.4055610297074], [5.502446144897233, 51.40387389284089], [5.502996403200249, 51.40296455909578], [5.503178380235652, 51.4027037780333], [5.503955699685707, 51.401476344358876], [5.504334393037196, 51.400766042376645], [5.5046361849894385, 51.400113340922694], [5.504619542663101, 51.40011044627204], [5.504497111833891, 51.40008916761641], [5.504466274113204, 51.400083805467844], [5.504255470847519, 51.40004716398066], [5.504237358202043, 51.40008942915656], [5.503776203265435, 51.40116562537997], [5.503737547726107, 51.40125583887173], [5.503623508626111, 51.40152194702556], [5.503530152782065, 51.40159325796024], [5.503447998242021, 51.40165600936426], [5.503394055520977, 51.40169721356542], [5.503354584457023, 51.401727356169424], [5.502721677949088, 51.402210760942445], [5.502554710708968, 51.40233828763439], [5.5021668428013575, 51.40263452593263], [5.501544195376004, 51.403110066957545], [5.501103648309118, 51.40330464615558], [5.499849970471779, 51.403857422727036], [5.497822744954391, 51.404267993893335], [5.497095056304167, 51.40430159988936], [5.497067538052472, 51.40430287529901], [5.49693680113699, 51.404308913205206], [5.496411006463162, 51.404332598622275], [5.494985552612945, 51.40439678547771], [5.494016858157998, 51.40444002435977], [5.493806353213941, 51.404449880229485], [5.493769290942222, 51.404413824499024], [5.493647004695439, 51.40446945068204], [5.492551304207616, 51.404542815770334], [5.492413042773607, 51.40455207337285], [5.491778294927649, 51.404595647458684], [5.491085694984591, 51.4046431888206], [5.491032511669703, 51.40462999950637], [5.490897177274082, 51.40459643587565], [5.490324034070109, 51.40445430329595], [5.490290069489443, 51.404445875010154], [5.490255411556014, 51.40444667783527], [5.490097156547173, 51.404450342336695], [5.4900467266871, 51.40445150151329], [5.490009595537954, 51.40445236128203], [5.489922465665264, 51.40445437978115], [5.489894316329813, 51.40446271918092], [5.489570655645834, 51.40455859027967], [5.489438539772039, 51.404597726410216], [5.489054269262803, 51.40471154582715], [5.489049256907663, 51.40471303335107], [5.488945368853814, 51.404714886010595], [5.487800559116079, 51.40473534181788], [5.487610574140032, 51.40473873284225], [5.4868893585320215, 51.404716341790525], [5.486518814995451, 51.40470933282198], [5.486477926149921, 51.4047085587276], [5.486446623545876, 51.404707965206676], [5.486379850412456, 51.40470670079353], [5.48400702279062, 51.40466268570572], [5.482566666681577, 51.40464481892268], [5.481848997369764, 51.4046672473049], [5.48115581747017, 51.404641391118126], [5.481127345206135, 51.404640326465085], [5.481085220669948, 51.40460476516167], [5.481070334560216, 51.40459219297497], [5.480939823920465, 51.40460488235521], [5.480844746379596, 51.40461412737593], [5.480838927795462, 51.404615048905725], [5.480790037237854, 51.40462275559901], [5.480728805503078, 51.40463241375089], [5.480614588546666, 51.40465041997665], [5.480598885503861, 51.4046528954854], [5.480587047169203, 51.4046547656476], [5.4805078566812915, 51.404667251557505], [5.480421066047187, 51.404680938999405], [5.480371054734571, 51.40468882618842], [5.480371047550674, 51.40468882709304], [5.480321776115036, 51.404696595916484], [5.480309664789973, 51.40469851121243], [5.4802192966563625, 51.40471275866568], [5.4801833217944145, 51.40471843232123], [5.480068831456281, 51.404736492161774], [5.479778882422903, 51.40476370726289], [5.479584255286871, 51.404774468590176], [5.4781523549255615, 51.40485366331935], [5.478128428802408, 51.40485498537732], [5.477888937584137, 51.40486822384333], [5.477883311629761, 51.40487210236018], [5.477828917821482, 51.404909618653015], [5.4778002569720945, 51.40492938017041], [5.477676368620116, 51.40491978671883], [5.477457612887734, 51.404902851061486], [5.477188074555183, 51.40488199025047], [5.477161856675913, 51.404879961093975], [5.477103455779296, 51.4048754390597], [5.476556688502914, 51.406311267661145], [5.476273197997966, 51.40661334009757], [5.475670178342132, 51.407255870455586], [5.475663514485854, 51.407393740691994], [5.476200177472986, 51.40781126308164], [5.476201124026771, 51.40794045695917], [5.475283432442444, 51.40865747180153], [5.475202466033312, 51.40879442197048], [5.475247519146549, 51.40914988921523], [5.4755342009123895, 51.40970200157643], [5.475720953156055, 51.410197828304675], [5.476002390831309, 51.410376041412334], [5.4761960814213815, 51.41038085254011], [5.476392199956115, 51.4102528947937], [5.476747095214011, 51.410166807182016], [5.476916643503096, 51.41020369208473], [5.476914313569407, 51.410385436400546], [5.476780105505694, 51.41053699036847], [5.476772830149943, 51.410937865000534], [5.476630306848503, 51.41116219051107], [5.476515841182306, 51.411580889320255], [5.476005338387259, 51.411888235041296], [5.4753586467855255, 51.412684199575], [5.475346893653423, 51.41321641044763], [5.475502473093144, 51.413361528303106], [5.476013841095469, 51.41357183877336], [5.476021612672938, 51.4136459680295], [5.475850618343999, 51.41377485970804], [5.475785258448856, 51.414223188429844], [5.475480030913791, 51.41430232494919], [5.475106418935379, 51.41445427405658], [5.474740516536582, 51.415099947359245], [5.47481396737276, 51.41538898657435], [5.475331548071461, 51.41567675541421], [5.475497279329876, 51.41569006968626], [5.475593108197666, 51.41563549666967], [5.47585142604753, 51.41561479875684], [5.476031918042072, 51.415730849022474], [5.476312618405564, 51.41622956779573], [5.477007303325055, 51.41677827861196], [5.477208072229363, 51.41725278917033], [5.477364404119956, 51.417786097353755], [5.477604116044785, 51.41797671876786], [5.478857223719659, 51.41835602306723], [5.479506380139789, 51.4185584925852], [5.4801706011537945, 51.418543060668284], [5.4805523484593754, 51.4187205765244], [5.480812238727721, 51.41884142653719], [5.480970796121874, 51.419068472704524], [5.480561240858121, 51.41952141650378], [5.48051301966345, 51.41967579452795], [5.4810807661851175, 51.42061785035537], [5.4810596162449645, 51.42078521338791], [5.480220950008716, 51.421980554959774], [5.479510690357229, 51.42222926746335], [5.4779837326668295, 51.42221746272133], [5.4776813870037415, 51.423610223453835], [5.477174968750864, 51.42429988719762], [5.477188213314212, 51.42462846095384], [5.479248495971188, 51.42444966407458], [5.4815938418234795, 51.42425280958143], [5.481862394443832, 51.42423026540998], [5.483036790114193, 51.42413167211189], [5.48340013953676, 51.424101038356156], [5.4837523204049425, 51.424071345748956], [5.484049451030005, 51.424042099674985], [5.485049238208529, 51.423943686181], [5.485520265278831, 51.42389731765073], [5.485858745589239, 51.42388820534741], [5.4861960638169025, 51.42388428131909], [5.487913334889891, 51.423738568960346], [5.488757498007586, 51.42366693118608], [5.490290688700213, 51.42365214488457], [5.49092046716374, 51.42370621076808], [5.49152261561486, 51.4238071209012], [5.491966995392754, 51.42392068579281], [5.4924523938159755, 51.424044730474805], [5.492793179430379, 51.42417318297835], [5.4929893413502935, 51.423905861128105], [5.493297807909147, 51.4235265634017], [5.493432083057609, 51.42336147156029], [5.494431442719221, 51.422106858017855], [5.4949547262598495, 51.4214504881808], [5.495051460975679, 51.42129248530987]]], ""type"": ""Polygon""}";51.413133440772384, 5.488012865433
43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;332;2978693.94359987;8179.51133790996;"{""coordinates"": [[[5.4761656262516984, 51.46160416315232], [5.475943724762508, 51.46266782997837], [5.475567815308238, 51.464479511722345], [5.475441796433877, 51.46508682514326], [5.475301361974997, 51.46575828516212], [5.474987537160439, 51.467258710670706], [5.474750160349724, 51.46747875635627], [5.476389599509509, 51.467511787794095], [5.477356825976166, 51.467532475553234], [5.4786390804340295, 51.46755963818027], [5.481583158916478, 51.46762318710455], [5.485138354560392, 51.46769982738625], [5.485846393760508, 51.46771507773526], [5.486368380038329, 51.46771766902428], [5.486899010730655, 51.467705510082325], [5.4876888863951985, 51.4676881402368], [5.488640142399563, 51.46762067643965], [5.488854073526692, 51.467605503138294], [5.490505096110695, 51.46748838177733], [5.493635463112675, 51.46727748155251], [5.495874544905464, 51.46712033655028], [5.497207842997785, 51.46708049952815], [5.4982135851346285, 51.46710815907237], [5.499122105155506, 51.467164516987054], [5.501632059363515, 51.46743010590102], [5.502110180041442, 51.46748069084362], [5.503464508023028, 51.467592066655484], [5.5045043371426425, 51.467645989019836], [5.504827261761555, 51.467666134187525], [5.506078818058605, 51.46769709983245], [5.506594613542584, 51.4677098576104], [5.508113311913154, 51.46769268434051], [5.510255065005513, 51.467576855081425], [5.5115804387705385, 51.46749693277531], [5.511612310644482, 51.46746871031363], [5.511679499822464, 51.467409196550335], [5.51171750183625, 51.467375538360436], [5.51175495822586, 51.46734235714028], [5.511772157423595, 51.467327120953584], [5.511808149384706, 51.467295244637434], [5.511814796482114, 51.46728935894551], [5.511818658401128, 51.467285939124686], [5.512229898178423, 51.46698955595272], [5.51229191194527, 51.46693781358973], [5.512342867724196, 51.466899826730916], [5.512432422829173, 51.46682074716224], [5.512613410895543, 51.46669683258962], [5.512697519431209, 51.4666521942338], [5.512784413030841, 51.46662080209995], [5.512865003939054, 51.4666001132039], [5.513060531191569, 51.46655657682763], [5.513154975744901, 51.466539369354905], [5.513221148574043, 51.466535055158154], [5.51331622143816, 51.46652651194339], [5.513406456583431, 51.46652753782515], [5.513521037842369, 51.46654281123773], [5.513638134030439, 51.46656197389858], [5.513735613953412, 51.466570326410626], [5.513862341274963, 51.46657515046355], [5.51399325516651, 51.466564005963455], [5.5140544311855715, 51.46654826315601], [5.514118268438896, 51.4665218029353], [5.514177273151205, 51.466465424697134], [5.51422464745682, 51.46640307266068], [5.514328849128502, 51.466246906894625], [5.514343439405773, 51.46617393002177], [5.514339756104792, 51.4661020337487], [5.514293583462989, 51.46592954678785], [5.514259586938002, 51.46585547236024], [5.514233679956309, 51.46577686780718], [5.5142361129084625, 51.465715256878944], [5.5142571136770915, 51.465660106529846], [5.514314696636293, 51.4656000713867], [5.514388557689468, 51.46555630589959], [5.514388623794147, 51.46555627256934], [5.513883141145599, 51.46550048860449], [5.513102370004975, 51.46546971275526], [5.512279102192901, 51.46524956827374], [5.510235235282137, 51.46541582340445], [5.509678572398798, 51.46538930908245], [5.508940151537665, 51.46497907653617], [5.508925172488395, 51.46478036192232], [5.509409905407297, 51.464447606675066], [5.509410690816235, 51.464222681724664], [5.50924826389074, 51.46396704461928], [5.508482609081992, 51.46333292119288], [5.507657710353387, 51.46301653393736], [5.506955906041412, 51.462747352279045], [5.5046355855661835, 51.46271809228444], [5.50299310762193, 51.46205580704972], [5.501841580104819, 51.46113813408385], [5.5014259239298475, 51.45997122092992], [5.501489855288933, 51.45975523978543], [5.501430302091792, 51.45953072277812], [5.500923951978793, 51.459268207269005], [5.500521460880304, 51.45927867670392], [5.500002508315694, 51.45950849644161], [5.49934083721535, 51.45950471917698], [5.498993502321317, 51.4593680559424], [5.49836882213043, 51.45858827074083], [5.49829999177369, 51.45766462460959], [5.498212188113475, 51.4571404211947], [5.4979977866161205, 51.45686836412326], [5.497664213102048, 51.4566727217984], [5.496283416719963, 51.45634848789629], [5.495764902487666, 51.455948374593156], [5.495548673823696, 51.455352420809156], [5.495552370808187, 51.4551560249555], [5.495854625197715, 51.455030450398084], [5.495986652790926, 51.454871652970795], [5.495889258621767, 51.45384940558177], [5.495680350222682, 51.45353057376072], [5.494529152784555, 51.45280159083737], [5.4939050713643365, 51.45216945214792], [5.493269925983928, 51.45230870137594], [5.492133941007974, 51.45246667074084], [5.490796745169797, 51.45255922963454], [5.489460143785294, 51.452646002033774], [5.487748367269119, 51.45275710858838], [5.486683769633636, 51.452820161654294], [5.484421526049162, 51.4528806741349], [5.482860044788149, 51.45292034190824], [5.482072403024363, 51.452940342493655], [5.480174801054754, 51.452997414999395], [5.47974736996256, 51.453010265938836], [5.478589822134976, 51.45298778276001], [5.477866801681052, 51.45294414717305], [5.477747649474523, 51.45344821085216], [5.477612121044658, 51.45422827319903], [5.477254503259574, 51.456286498124875], [5.477089847170898, 51.45723409041923], [5.476598525913785, 51.45952893912915], [5.476363344195256, 51.46065637006198], [5.4761656262516984, 51.46160416315232]]], ""type"": ""Polygon""}";51.46125817856793, 5.490284025017459
11;Wijk Centrum;1;Stadsdeel Centrum;333;2657299.09990558;8984.23239322142;"{""coordinates"": [[[5.482842291460426, 51.450296542908475], [5.483292459363952, 51.45085931029812], [5.4836751601257605, 51.451367382799944], [5.483964781145362, 51.45182365694882], [5.484175852041284, 51.45221193095782], [5.484421526049162, 51.4528806741349], [5.486683769633636, 51.452820161654294], [5.487748367269119, 51.45275710858838], [5.489460143785294, 51.452646002033774], [5.490796745169797, 51.45255922963454], [5.492133941007974, 51.45246667074084], [5.493269925983928, 51.45230870137594], [5.4939050713643365, 51.45216945214792], [5.4942373314690975, 51.45209072115271], [5.495028166970153, 51.45185032686593], [5.495969601325208, 51.45146956347333], [5.496592911575259, 51.45112477670257], [5.496873973002728, 51.45095623555383], [5.497232555978394, 51.4507005032556], [5.497594016934017, 51.45039625169054], [5.498144362116335, 51.449872882260145], [5.498283471518343, 51.44971982726815], [5.498367185206815, 51.44962772141917], [5.499331619303741, 51.44849309586117], [5.499843898992505, 51.44788543234957], [5.50023322278802, 51.44764140744385], [5.500543479039785, 51.44744419478213], [5.500695895968348, 51.44732100677609], [5.500778728099567, 51.44722520660499], [5.500944257925429, 51.44703376261798], [5.5009669716456235, 51.44668257474648], [5.501030935189339, 51.446458373515505], [5.502118740815707, 51.445190862963464], [5.502387576316146, 51.44487264299383], [5.502719443800844, 51.44446243816316], [5.502844291026184, 51.44428550623363], [5.501405210084819, 51.44420069526519], [5.500522165843634, 51.44414864513285], [5.498369228672872, 51.44400456437742], [5.497524478110391, 51.443930195458336], [5.495245012984773, 51.44364734685688], [5.492725958613338, 51.44333427140972], [5.49182353605046, 51.44323462833863], [5.491130816366923, 51.443096526545055], [5.4886148178965595, 51.44272742311735], [5.487182174814139, 51.44253303270952], [5.485523324159088, 51.442266762771744], [5.484609467128523, 51.442176826248435], [5.4846509822903915, 51.44169420780512], [5.484657997685531, 51.441501971136084], [5.484663103961483, 51.44136205102138], [5.4846908210261835, 51.44060257232752], [5.4848676033909225, 51.440435576426474], [5.485721494646252, 51.44028681358086], [5.486492300082529, 51.439877938225955], [5.486701775524669, 51.43960973694553], [5.48681347957458, 51.43930096230261], [5.486741360094057, 51.439078299933], [5.486380592269993, 51.43873624719737], [5.486264477609688, 51.43862615389633], [5.485905391902648, 51.438132980663184], [5.485588582136511, 51.43767292082388], [5.485424429828727, 51.437456277763914], [5.48458322370736, 51.4363460489091], [5.485158176776166, 51.43606116491824], [5.4854721874542, 51.435876767295426], [5.4859629283297116, 51.43533376864916], [5.4860827125136895, 51.43493036308115], [5.486100329477308, 51.43455897198417], [5.486040875549237, 51.43429219362005], [5.4860373861898, 51.43426340225686], [5.485948451891705, 51.433529430043855], [5.485595296172968, 51.4325051007592], [5.485298255427427, 51.432331258692415], [5.4849595594239275, 51.43229256056484], [5.483961683405893, 51.43221453556956], [5.483565265176694, 51.43236139958367], [5.482995856246022, 51.4327447376975], [5.482436385504456, 51.433115317199125], [5.481997823604864, 51.43341715898283], [5.481498412696797, 51.43376087272768], [5.481424003254785, 51.43381560750354], [5.480759693502006, 51.43430425180877], [5.480254047707481, 51.433846917781544], [5.479822117325, 51.4335454989275], [5.479403404048832, 51.43325329937329], [5.479330655447882, 51.43278400514407], [5.4792041764310895, 51.432662714903636], [5.478838052055522, 51.43257645804485], [5.478586481175783, 51.43246203941617], [5.478474431721368, 51.43225402954741], [5.478675521486008, 51.43174302080921], [5.4789490889784975, 51.43134212614406], [5.47925380407621, 51.4308955796629], [5.479329073253099, 51.430627588255355], [5.479301111019499, 51.43037442445131], [5.478653538547376, 51.429450457418056], [5.4785751464486205, 51.42928468053298], [5.4785251798461445, 51.42933933766445], [5.478410627101808, 51.429464643394994], [5.478296095941107, 51.429738573222494], [5.478274382816112, 51.429947343314495], [5.478237358870933, 51.43061898844036], [5.478221582454177, 51.43071894590464], [5.4781230948169535, 51.43092789282091], [5.477928442258534, 51.43109794872573], [5.477064411076339, 51.431813210010766], [5.477050133440647, 51.43182509238129], [5.4759551118412, 51.43273639842009], [5.475402223609068, 51.43316357589272], [5.475099197340932, 51.433397699471904], [5.474428578869137, 51.43380963096887], [5.473622298188002, 51.434194548664735], [5.473197502282707, 51.43439734041901], [5.473117360613527, 51.434441898942886], [5.472542392039782, 51.43476157274098], [5.472019875328645, 51.43508992089873], [5.47155628322823, 51.43538123471691], [5.471255571811509, 51.43552216998681], [5.470510638298971, 51.43603068526224], [5.468925914585451, 51.43711241196258], [5.468896424773082, 51.43713254033001], [5.4687396312053895, 51.43731191859211], [5.4686667327425, 51.43746999591066], [5.468640757203726, 51.43762933202692], [5.4686386005102, 51.43764256126719], [5.468660447262085, 51.43783457189383], [5.468858014052157, 51.438149987083996], [5.469010492611736, 51.43846472173569], [5.469033777215225, 51.43868990486684], [5.469047168770977, 51.438859971016875], [5.468999350819714, 51.43960146580982], [5.468908895369535, 51.440222788583], [5.468827082781231, 51.440634947809976], [5.468829126564666, 51.44069843426013], [5.468831857072951, 51.440783190117656], [5.4688744303751715, 51.44092687829175], [5.468985750292989, 51.441108885396524], [5.469113668850533, 51.44126183472476], [5.469133228114326, 51.44127686529297], [5.469322767862803, 51.4414225297208], [5.469672232324015, 51.4416880272244], [5.470377807661407, 51.442224060563916], [5.470704533896194, 51.44248869750842], [5.471002659552465, 51.442716673170416], [5.471547925038045, 51.443133628561995], [5.471725731198615, 51.44324491860835], [5.471980504296671, 51.443334475272216], [5.472860223447867, 51.44354149545916], [5.472821558241657, 51.44364037049351], [5.471963598238793, 51.44450395552726], [5.473627188360636, 51.444979602497746], [5.474249091667919, 51.44515740589844], [5.474978433488448, 51.445367050090965], [5.4767099175500915, 51.44528283544524], [5.476899133940607, 51.44527322653727], [5.476899820029521, 51.445587784417285], [5.476947009498843, 51.446014662988965], [5.4769781908696835, 51.44629671859154], [5.478556748911941, 51.44636426286051], [5.479643977091151, 51.44637771100443], [5.480378012450603, 51.446388038994336], [5.48046362473878, 51.44681655547762], [5.480608856502025, 51.44726645125418], [5.480747242441144, 51.44756627666693], [5.480827686412462, 51.44774056516639], [5.48106153855155, 51.4480941438156], [5.481505546294305, 51.448650253569895], [5.481761342251174, 51.44897062417557], [5.482694166940836, 51.4501113667471], [5.482842291460426, 51.450296542908475]]], ""type"": ""Polygon""}";51.44293097544008, 5.483819234017363
