NbName,Unhappy people in %,NbId,DistrictId,DistrictName,Geoshape,GeoshapePerimeter,GeoshapeArea,GeoshapeCenter,number of residents,ScoreDiversity,NumberHouseholds,AvgHouseValue,PctComplainsAQ,PctComplainsNoise,AvgElectricityUsage,PctUnhappy,PctHighEducation,PctLowEducation,PctFeelsUnsafe,ScoreSocialCohesion,ScoreGoodLife,PctUnemployed,PctEconomicallyIndependent,AvgIncome,NumberShops,Distance2Childcare,Distance2Trainstation,Distance2HighwayEntrypoint,Distance2FamilyDoctor,Distance2Cinema,Distance2Cafe,Distance2SwimmingPool
Achtse Barrier-Hoeven,6,524,5,Stadsdeel Woensel-Noord,"{""coordinates"": [[[5.444884639883207, 51.4857524374098], [5.4444645539287055, 51.48641274609698], [5.443999298722981, 51.48714402808766], [5.44330722383269, 51.487246804221755], [5.442093730224017, 51.48742700200466], [5.441355734787783, 51.487536583660045], [5.4405130494741805, 51.487669969416174], [5.439586926395638, 51.48854812381438], [5.439306549030128, 51.488813971328916], [5.438223623363708, 51.48972348265751], [5.437811423877107, 51.49000583452363], [5.437757250437292, 51.49003895430573], [5.437883622390629, 51.49012599018376], [5.4378738169216, 51.490190452023015], [5.437737756754676, 51.49028651002376], [5.437368272241003, 51.49061000071571], [5.437229145356614, 51.49074756899933], [5.437195217202647, 51.490847699130995], [5.4372549652767, 51.49111148020968], [5.437275724541224, 51.49120312936132], [5.437504112272874, 51.49143028153958], [5.437922603539724, 51.49166237503246], [5.438754683812096, 51.49194496210976], [5.438889316774199, 51.491996676847336], [5.43945940348657, 51.4921438534327], [5.440407300473475, 51.492291124420476], [5.440688500235866, 51.492362311151375], [5.44132021488967, 51.49231894497207], [5.441780955324203, 51.492289947855035], [5.442053215162386, 51.49242037969569], [5.4424367864233565, 51.492683520290186], [5.442584550266635, 51.49277601500095], [5.442458673204028, 51.493095745181044], [5.442166270552473, 51.49383843732291], [5.442194384840118, 51.49384461719557], [5.443197740718032, 51.49406488111159], [5.4445791829114585, 51.494348796671225], [5.44479897848871, 51.49439096153483], [5.445444137046186, 51.494514737212505], [5.445969404012888, 51.494615505146726], [5.4474186694019, 51.49487305199883], [5.4483137007709415, 51.49502053795134], [5.4487740159792875, 51.4950963839044], [5.450187396064583, 51.49531045540533], [5.450343610530439, 51.495332069281496], [5.450612960550704, 51.495369324478006], [5.4506546139978855, 51.495375090445975], [5.450684644234976, 51.49537924478835], [5.450827334736447, 51.49539897778373], [5.450869607560008, 51.49540482423398], [5.450911390699153, 51.49541060801669], [5.450936149485221, 51.49541403710183], [5.450940931287609, 51.4954146996409], [5.450993531110617, 51.49542197856914], [5.451042602203498, 51.495428765035314], [5.451050999157315, 51.49542991996081], [5.451208337873656, 51.495451684870176], [5.451213940661209, 51.49545246379861], [5.4512721001474524, 51.49546051256465], [5.45129577875533, 51.495463789361686], [5.451298555539556, 51.494748444915516], [5.4513031865286266, 51.49468826521654], [5.451371419752565, 51.4938015683395], [5.451446471670514, 51.49300257696091], [5.451468734503361, 51.492765555766674], [5.451543026948012, 51.49230366031939], [5.451655058708836, 51.49160712236867], [5.451605107176123, 51.49126119518222], [5.451688964609915, 51.49088602210876], [5.451846107619711, 51.49018296366209], [5.451954562201663, 51.489923437150516], [5.4523083040377855, 51.48867704510099], [5.452426488687551, 51.488309406252725], [5.452806631971573, 51.487253619950756], [5.452873967309584, 51.487066600156496], [5.452235677873098, 51.48700111606834], [5.451099192892077, 51.48684697409787], [5.449466271360122, 51.48660373089349], [5.449321580891513, 51.486582176212096], [5.448994517037869, 51.486245015606656], [5.448436302306685, 51.48617395458096], [5.448079973421477, 51.48612859174829], [5.447358738033995, 51.48601796549795], [5.446890576490206, 51.485946154726264], [5.446639352064249, 51.485951514838426], [5.446480305752565, 51.48600651667592], [5.446308333442533, 51.48600857275688], [5.446188500213832, 51.48592706166449], [5.446049198177329, 51.485931213113005], [5.445700629788769, 51.485944350678956], [5.445336784021348, 51.48595613756012], [5.445238362476577, 51.485841734315365], [5.444884639883207, 51.4857524374098]]], ""type"": ""Polygon""}",3647.83228654754,744208.29520588,"51.49045018427772, 5.445992380298528",3907.0,"0,46",1765,278,27,66,2930,6,"31,5","23,9",7,"6,5","7,7",5,"73,1","46,3",8.0,"0,6","5,3","4,3","1,1","6,3","0,6","2,2"
Achtse Barrier-Spaaihoef,4,523,5,Stadsdeel Woensel-Noord,"{""coordinates"": [[[5.439586926395638, 51.48854812381438], [5.4405130494741805, 51.487669969416174], [5.441355734787783, 51.487536583660045], [5.442093730224017, 51.48742700200466], [5.44330722383269, 51.487246804221755], [5.443999298722981, 51.48714402808766], [5.4444645539287055, 51.48641274609698], [5.444884639883207, 51.4857524374098], [5.445571411916068, 51.48470924441282], [5.446521952000221, 51.48326530604667], [5.446588184924807, 51.483263854718786], [5.446742714861627, 51.482999599316024], [5.446860904715617, 51.4828016041999], [5.447032899579561, 51.48238185291739], [5.447252579161136, 51.48205745447621], [5.446708463127757, 51.481980781594054], [5.446600484283331, 51.482022336499064], [5.446088077416017, 51.4820028401691], [5.4459649693772425, 51.482141525363026], [5.445901671159757, 51.48224280544867], [5.445724984429976, 51.482575303680655], [5.445194626479313, 51.482391868515855], [5.444430962611884, 51.48197857520768], [5.443886248054525, 51.481683768301245], [5.443713639967354, 51.48163610467791], [5.443300819417006, 51.481655405561106], [5.442293455851901, 51.481703994729415], [5.441830559012888, 51.4817301275349], [5.44155969460872, 51.48171319411462], [5.4413964033912885, 51.48166588225307], [5.44127850777701, 51.48158898089636], [5.441238718529034, 51.481563026717495], [5.440786056619937, 51.48136755357499], [5.4373465560226695, 51.4800266980197], [5.4374701750159895, 51.479862970319616], [5.437420990950976, 51.47974974364264], [5.437113735811682, 51.47964196739838], [5.436936427747325, 51.4795872127233], [5.4356438985923505, 51.480791437692965], [5.43396495583598, 51.48247067467407], [5.433442546492194, 51.483005936810834], [5.432218999305792, 51.48425953079476], [5.4318267157532505, 51.484689731667714], [5.43168271389549, 51.48484765011156], [5.431133416413844, 51.485450021569406], [5.430315647480648, 51.48635353560334], [5.428630348730266, 51.48810732614317], [5.427673282951602, 51.48910321781619], [5.4271541230201095, 51.48961165455575], [5.427188538387813, 51.48962522362548], [5.427218396553155, 51.48963699742915], [5.427290442204759, 51.489665385627355], [5.427364187566066, 51.48969446531753], [5.4274935734372844, 51.489745466905866], [5.427485258550725, 51.489753784292105], [5.427436606306612, 51.48980242076871], [5.42742304062542, 51.489815980352795], [5.427419703150089, 51.489819316298], [5.427403116459505, 51.48983588812383], [5.427392097033662, 51.489846912023346], [5.427461964090455, 51.489869808809864], [5.4275780060728005, 51.48990784432721], [5.427601741625766, 51.489915620219534], [5.427944237386683, 51.49002787632736], [5.428247328812805, 51.49012721073475], [5.42899483320265, 51.49036799204107], [5.429095912389965, 51.4904003955638], [5.429631779210831, 51.49056368609053], [5.4297681733128025, 51.490605172605996], [5.429873872294038, 51.490634113130696], [5.429895331842998, 51.49063999279057], [5.429903123526021, 51.49064212022911], [5.4299598977397405, 51.490657667631986], [5.429972715870143, 51.49066117746281], [5.43014479586049, 51.49070829523404], [5.430183120720704, 51.49071878875494], [5.430190393949951, 51.4907207815369], [5.4302143163960945, 51.49072733437303], [5.430339286445148, 51.49076155264803], [5.4303956570399645, 51.490776273037284], [5.431108458688866, 51.49096237585571], [5.43179729927969, 51.49111189076561], [5.4320440426691485, 51.49117530038938], [5.432052352915967, 51.49117743647308], [5.432090058682659, 51.491187120631714], [5.432129348748225, 51.49119721764207], [5.432162503361284, 51.49120574400522], [5.432464236774252, 51.49128327953519], [5.432959764440429, 51.49141619794462], [5.433112434639242, 51.49145715283518], [5.433849852771352, 51.491657692071826], [5.433915358708225, 51.49167635311728], [5.4341158953791595, 51.49173350293197], [5.434662517075763, 51.49189004266314], [5.43474028127837, 51.49191249143952], [5.434919878123728, 51.491964327166464], [5.435059518794105, 51.49200346016562], [5.4350859057956535, 51.49201085592616], [5.435172599828834, 51.49203515239049], [5.435520918055018, 51.49213276841544], [5.435584062869435, 51.49215046772014], [5.435815257694095, 51.4922152529602], [5.435898577681636, 51.492238532782544], [5.435924907261942, 51.492245838490675], [5.436018918907978, 51.49227191999355], [5.436232494410725, 51.492331173011046], [5.436236426583284, 51.49233226796471], [5.436284275178584, 51.492345541948374], [5.4373720388752576, 51.49264732909873], [5.4375971694795675, 51.49270955884944], [5.4378009830604705, 51.49276589191835], [5.438026341808974, 51.492825073590176], [5.439112151098216, 51.49311020736729], [5.439560059676833, 51.493221285667985], [5.439997254098475, 51.49332971546873], [5.440463791066952, 51.49344541097536], [5.441825798741025, 51.49376369551779], [5.441983257869109, 51.49379826361813], [5.442140486775452, 51.493832777682876], [5.442166270552473, 51.49383843732291], [5.442458673204028, 51.493095745181044], [5.442584550266635, 51.49277601500095], [5.4424367864233565, 51.492683520290186], [5.442053215162386, 51.49242037969569], [5.441780955324203, 51.492289947855035], [5.44132021488967, 51.49231894497207], [5.440688500235866, 51.492362311151375], [5.440407300473475, 51.492291124420476], [5.43945940348657, 51.4921438534327], [5.438889316774199, 51.491996676847336], [5.438754683812096, 51.49194496210976], [5.437922603539724, 51.49166237503246], [5.437504112272874, 51.49143028153958], [5.437275724541224, 51.49120312936132], [5.4372549652767, 51.49111148020968], [5.437195217202647, 51.490847699130995], [5.437229145356614, 51.49074756899933], [5.437368272241003, 51.49061000071571], [5.437737756754676, 51.49028651002376], [5.4378738169216, 51.490190452023015], [5.437883622390629, 51.49012599018376], [5.437757250437292, 51.49003895430573], [5.437811423877107, 51.49000583452363], [5.438223623363708, 51.48972348265751], [5.439306549030128, 51.488813971328916], [5.439586926395638, 51.48854812381438]]], ""type"": ""Polygon""}",5252.71020501205,1015941.11043544,"51.48633901671497, 5.437133411484463",4471.0,"0,34",1910,318,28,67,3260,4,"35,8","23,2",2,"6,3","7,6",3,"80,6","54,5",1.0,"0,5","4,8","3,7","0,6","5,7","0,9","2,2"
Barrier,6,423,4,Stadsdeel Woensel-Zuid,"{""coordinates"": [[[5.454851547237404, 51.46224441873942], [5.455267878971571, 51.46240204005008], [5.459198423175436, 51.46393110175156], [5.459577852686938, 51.464078695548345], [5.459994709424799, 51.46368075761972], [5.460028565423769, 51.463648437498634], [5.4601866631865565, 51.463502784240696], [5.461567416162691, 51.462230665035136], [5.462061304833938, 51.46181855731084], [5.463068301641682, 51.461012809087244], [5.4632567291022855, 51.460855979629855], [5.463795027217655, 51.4604079446707], [5.462883381180747, 51.459970656065146], [5.462498795878735, 51.45962133489397], [5.461824689183617, 51.45900902498171], [5.460690322798315, 51.45797860142527], [5.459871152663399, 51.457234455972355], [5.459464881026845, 51.45686538123878], [5.45912925218885, 51.45720374257685], [5.458338139084375, 51.458000327545186], [5.4578675977331335, 51.45847555794667], [5.457692326762143, 51.45865257273967], [5.457377910758361, 51.45897011276261], [5.456168363628925, 51.46019487545743], [5.454317260846182, 51.4620421365028], [5.454851547237404, 51.46224441873942]]], ""type"": ""Polygon""}",2110.14194223646,257473.678574355,"51.46077134206934, 5.459137196418091",2040.0,"0,63",1010,297,17,40,2780,6,"34,6","29,6",10,"5,9","7,6",7,"72,8","41,9",5.0,"0,6","1,5","3,7","0,7","2,4","0,3","2,2"
Bennekel-Oost,9,724,7,Stadsdeel Gestel,"{""coordinates"": [[[5.467306323133172, 51.416994640248895], [5.4672641091742875, 51.41687731566588], [5.466754054596472, 51.41629215116503], [5.465903708440764, 51.41598782394998], [5.464608451337803, 51.415956772980444], [5.46381193824342, 51.41603886435189], [5.462848279114586, 51.415905131851474], [5.461461688134434, 51.41588973749444], [5.460602141591378, 51.41571926403442], [5.460263220195178, 51.41545887709466], [5.4593711849351205, 51.41532506180221], [5.458804797062384, 51.41529681869826], [5.458848637463712, 51.41600803105306], [5.4587974984564775, 51.41615032653167], [5.458846056841895, 51.416698723584474], [5.4586259450848065, 51.41670115102881], [5.458690809487286, 51.416979861249004], [5.458714302011398, 51.417080805976916], [5.4587552120054, 51.417436454282374], [5.458913803176303, 51.417966428640824], [5.459057105960695, 51.41841677242497], [5.459304080306325, 51.41915090561783], [5.45967105798659, 51.41965625538812], [5.459682113994395, 51.419683789842026], [5.458297429334723, 51.42008448263521], [5.458151166116985, 51.42012680617173], [5.457945744586656, 51.42014758726726], [5.457920246051842, 51.42027151183388], [5.45750988251104, 51.42062514183367], [5.4570520954282085, 51.4211646579606], [5.456664131484712, 51.421614137664484], [5.4566392616113415, 51.42164295046796], [5.456457164375756, 51.42190854888275], [5.458097138618791, 51.422475034827485], [5.459450616632711, 51.42296209012448], [5.460067422440781, 51.423207231432386], [5.46046229465151, 51.42337056496905], [5.460936355095421, 51.423566651218685], [5.461101334276712, 51.42363489022576], [5.4613388250221035, 51.42372475184353], [5.462270626468461, 51.423212473438305], [5.462788840743856, 51.423556107998536], [5.462842943735235, 51.42357885466422], [5.463461535088874, 51.423838929520834], [5.463922205729095, 51.42365027687178], [5.464269802792856, 51.423507927956635], [5.465134359532652, 51.42315942707394], [5.465212734066021, 51.422741220878365], [5.466548562333332, 51.4228280113146], [5.4668224840367605, 51.422858272495446], [5.467195723739562, 51.42289950470799], [5.467504958120078, 51.42294426212659], [5.467943018313939, 51.4231212608471], [5.468313934556896, 51.42342897775137], [5.468587432788531, 51.42365587245675], [5.468672966747527, 51.42372932207591], [5.469466687388211, 51.42332634026799], [5.470078409173735, 51.42298059691352], [5.46983451315182, 51.422822659362964], [5.46898394829839, 51.42203497040509], [5.468943577651545, 51.42117695674396], [5.46932170525833, 51.42051659735374], [5.4695664457822675, 51.419765024106226], [5.468413335420726, 51.41817542992963], [5.467458611253323, 51.41741787831916], [5.467306323133172, 51.416994640248895]]], ""type"": ""Polygon""}",3464.48284579382,588511.775831045,"51.41982795492483, 5.46344761493821",3332.0,"0,72",1865,224,21,49,2460,9,"41,4","27,5",21,"5,3","6,9",9,"66,2","34,7",15.0,"0,5","4,0","2,4","0,4","3,0","0,3","1,6"
"Bennekel-West, Gagelbosch",9,725,7,Stadsdeel Gestel,"{""coordinates"": [[[5.448084072124164, 51.4138133553789], [5.447147168074817, 51.41588171304136], [5.447138104994991, 51.41590172114636], [5.447005588080638, 51.41620098604532], [5.446568360808104, 51.41718835438959], [5.4461423223640715, 51.418150413996045], [5.445614471264795, 51.41934231991507], [5.445459875146149, 51.42003637367416], [5.446701205653362, 51.4202014693635], [5.447341203285623, 51.42040161743912], [5.447756827660379, 51.420609933853854], [5.447820899042388, 51.420535825583684], [5.44800537539704, 51.420320634434376], [5.448223132953401, 51.420389137287614], [5.448668164838843, 51.420511508551975], [5.449090487184243, 51.420572596345224], [5.451488650179081, 51.420882537741534], [5.451558755564019, 51.42088892138988], [5.452672595123085, 51.420990343847386], [5.453301776499983, 51.42108875570682], [5.454350153290179, 51.42129094003574], [5.454638718534946, 51.421360727564746], [5.455458963493261, 51.421559092411755], [5.456457164375756, 51.42190854888275], [5.4566392616113415, 51.42164295046796], [5.456664131484712, 51.421614137664484], [5.4570520954282085, 51.4211646579606], [5.45750988251104, 51.42062514183367], [5.457920246051842, 51.42027151183388], [5.457945744586656, 51.42014758726726], [5.458151166116985, 51.42012680617173], [5.458297429334723, 51.42008448263521], [5.459682113994395, 51.419683789842026], [5.45967105798659, 51.41965625538812], [5.459304080306325, 51.41915090561783], [5.459057105960695, 51.41841677242497], [5.458913803176303, 51.417966428640824], [5.4587552120054, 51.417436454282374], [5.458714302011398, 51.417080805976916], [5.458690809487286, 51.416979861249004], [5.4586259450848065, 51.41670115102881], [5.458846056841895, 51.416698723584474], [5.4587974984564775, 51.41615032653167], [5.458848637463712, 51.41600803105306], [5.458804797062384, 51.41529681869826], [5.4576558707884475, 51.415503630874205], [5.457082934175292, 51.41545204874201], [5.4563107570949905, 51.415416159732594], [5.455521057923111, 51.414757089695584], [5.455205390674853, 51.41464302834339], [5.454491482735889, 51.41469017571951], [5.453985313626171, 51.41487222781522], [5.453636851995776, 51.415028228396025], [5.453288011950292, 51.41493494468164], [5.452747643037334, 51.41443151499071], [5.45223190878319, 51.41439072613319], [5.451957802617326, 51.41429221015535], [5.451409389137833, 51.4139601482015], [5.450289625107412, 51.4136346960575], [5.449417515142336, 51.41333915016763], [5.448063897739963, 51.41315289278069], [5.448197423066474, 51.41356310282135], [5.448084072124164, 51.4138133553789]]], ""type"": ""Polygon""}",3361.51556317189,612671.515481645,"51.41775149127531, 5.452503101269037",3344.0,"0,65",1740,238,21,49,2330,9,"24,0","40,2",21,"5,3","6,9",9,"66,1","34,8",3.0,"0,6","4,4","1,8","0,5","3,4","0,5","2,1"
Bergen,6,112,1,Stadsdeel Centrum,"{""coordinates"": [[[5.473622298188002, 51.434194548664735], [5.473197502282707, 51.43439734041901], [5.473117360613527, 51.434441898942886], [5.472542392039782, 51.43476157274098], [5.472019875328645, 51.43508992089873], [5.47155628322823, 51.43538123471691], [5.471255571811509, 51.43552216998681], [5.470510638298971, 51.43603068526224], [5.468925914585451, 51.43711241196258], [5.468896424773082, 51.43713254033001], [5.4687396312053895, 51.43731191859211], [5.4686667327425, 51.43746999591066], [5.468640757203726, 51.43762933202692], [5.4686386005102, 51.43764256126719], [5.468660447262085, 51.43783457189383], [5.468858014052157, 51.438149987083996], [5.469010492611736, 51.43846472173569], [5.469033777215225, 51.43868990486684], [5.469887543266243, 51.4386212221036], [5.470041866748008, 51.43860782170688], [5.4704682381378795, 51.4385707987086], [5.474042735771221, 51.43826034786005], [5.4745546255181905, 51.43823828772901], [5.4747956643429125, 51.43827322353104], [5.475035293869227, 51.43839394599658], [5.475327708571361, 51.438260600925034], [5.47546672252684, 51.43819603422154], [5.47561833411649, 51.43813554852851], [5.475898191569211, 51.438023778084776], [5.476843514866102, 51.4374541517674], [5.47804058267496, 51.436572536816506], [5.478089777667101, 51.436536304618336], [5.479237058824146, 51.43560310679965], [5.4800884409791495, 51.43476619608835], [5.480297676847967, 51.434571675790544], [5.480759693502006, 51.43430425180877], [5.480254047707481, 51.433846917781544], [5.479822117325, 51.4335454989275], [5.479403404048832, 51.43325329937329], [5.479330655447882, 51.43278400514407], [5.4792041764310895, 51.432662714903636], [5.478838052055522, 51.43257645804485], [5.478586481175783, 51.43246203941617], [5.478474431721368, 51.43225402954741], [5.478675521486008, 51.43174302080921], [5.4789490889784975, 51.43134212614406], [5.47925380407621, 51.4308955796629], [5.479329073253099, 51.430627588255355], [5.479301111019499, 51.43037442445131], [5.478653538547376, 51.429450457418056], [5.4785751464486205, 51.42928468053298], [5.4785251798461445, 51.42933933766445], [5.478410627101808, 51.429464643394994], [5.478296095941107, 51.429738573222494], [5.478274382816112, 51.429947343314495], [5.478237358870933, 51.43061898844036], [5.478221582454177, 51.43071894590464], [5.4781230948169535, 51.43092789282091], [5.477928442258534, 51.43109794872573], [5.477064411076339, 51.431813210010766], [5.477050133440647, 51.43182509238129], [5.4759551118412, 51.43273639842009], [5.475402223609068, 51.43316357589272], [5.475099197340932, 51.433397699471904], [5.474428578869137, 51.43380963096887], [5.473622298188002, 51.434194548664735]]], ""type"": ""Polygon""}",2993.84931527073,346126.64918289,"51.43539470269463, 5.475137669508938",2832.0,"0,66",1935,323,22,72,2420,6,"61,8","7,6",13,"5,5","7,6",3,"82,6","45,8",66.0,"0,5","2,2","3,7","0,5","1,2","0,2","3,2"
Binnenstad,5,111,1,Stadsdeel Centrum,"{""coordinates"": [[[5.486100329477308, 51.43455897198417], [5.486040875549237, 51.43429219362005], [5.4860373861898, 51.43426340225686], [5.485948451891705, 51.433529430043855], [5.485595296172968, 51.4325051007592], [5.485298255427427, 51.432331258692415], [5.4849595594239275, 51.43229256056484], [5.483961683405893, 51.43221453556956], [5.483565265176694, 51.43236139958367], [5.482995856246022, 51.4327447376975], [5.482436385504456, 51.433115317199125], [5.481997823604864, 51.43341715898283], [5.481498412696797, 51.43376087272768], [5.481424003254785, 51.43381560750354], [5.480759693502006, 51.43430425180877], [5.480297676847967, 51.434571675790544], [5.4800884409791495, 51.43476619608835], [5.479237058824146, 51.43560310679965], [5.478089777667101, 51.436536304618336], [5.47804058267496, 51.436572536816506], [5.476843514866102, 51.4374541517674], [5.475898191569211, 51.438023778084776], [5.47561833411649, 51.43813554852851], [5.47546672252684, 51.43819603422154], [5.475327708571361, 51.438260600925034], [5.475035293869227, 51.43839394599658], [5.474955371024651, 51.43846675610468], [5.4748476367255225, 51.438564901003595], [5.474749473618599, 51.4387418539836], [5.474742144400919, 51.43889924486429], [5.47476392434008, 51.43904272275383], [5.474816668687196, 51.43914590178927], [5.475049412211362, 51.439601196782554], [5.475674049710343, 51.44083508407568], [5.4756946930397525, 51.44114180673332], [5.475674144089187, 51.4413050754668], [5.4756647003352725, 51.44138011016863], [5.475625371625261, 51.44149025844079], [5.475056555045199, 51.44240522329258], [5.475443092047205, 51.442429579643004], [5.475757414253808, 51.442459129393434], [5.476272360912388, 51.442534358180644], [5.476711349860618, 51.442609634137256], [5.477126360464513, 51.442705591917104], [5.477450564848457, 51.442799395757035], [5.478902456156164, 51.44321946385083], [5.479715987153813, 51.443368957925294], [5.482633944634603, 51.443770139896124], [5.483667450463654, 51.443906805798754], [5.483691766325532, 51.44384549910808], [5.483914061318754, 51.44328501408048], [5.4842592438385624, 51.44280480650866], [5.484609467128523, 51.442176826248435], [5.4846509822903915, 51.44169420780512], [5.484657997685531, 51.441501971136084], [5.484663103961483, 51.44136205102138], [5.4846908210261835, 51.44060257232752], [5.4848676033909225, 51.440435576426474], [5.485721494646252, 51.44028681358086], [5.486492300082529, 51.439877938225955], [5.486701775524669, 51.43960973694553], [5.48681347957458, 51.43930096230261], [5.486741360094057, 51.439078299933], [5.486380592269993, 51.43873624719737], [5.486264477609688, 51.43862615389633], [5.485905391902648, 51.438132980663184], [5.485588582136511, 51.43767292082388], [5.485424429828727, 51.437456277763914], [5.48458322370736, 51.4363460489091], [5.485158176776166, 51.43606116491824], [5.4854721874542, 51.435876767295426], [5.4859629283297116, 51.43533376864916], [5.4860827125136895, 51.43493036308115], [5.486100329477308, 51.43455897198417]]], ""type"": ""Polygon""}",3583.7655290521498,665717.7094409951,"51.43863051112832, 5.4812334297222405",4108.0,"0,72",2930,278,27,76,2190,5,"56,8","8,9",21,"5,4","7,5",7,"78,3","40,3",272.0,"0,9","1,7","3,8","1,1","0,9","0,2","3,4"
Blaarthem,10,722,7,Stadsdeel Gestel,"{""coordinates"": [[[5.462739127078532, 51.427933155843476], [5.463594731131837, 51.42765752116648], [5.464109020978837, 51.4274918365081], [5.46377419675196, 51.42726042798695], [5.463424865218875, 51.42688972141992], [5.463403263682778, 51.426827384679186], [5.463359909090529, 51.426702278029914], [5.4632881427127105, 51.42649518080802], [5.4630856971669175, 51.42581413271167], [5.463009962167027, 51.42553433743449], [5.4627469703236695, 51.42519504190047], [5.462462400674237, 51.42484676205559], [5.461857859562173, 51.42412315266886], [5.461789706648342, 51.42404157552456], [5.461552086852764, 51.423812417245266], [5.4613388250221035, 51.42372475184353], [5.461101334276712, 51.42363489022576], [5.460936355095421, 51.423566651218685], [5.46046229465151, 51.42337056496905], [5.460067422440781, 51.423207231432386], [5.459450616632711, 51.42296209012448], [5.458097138618791, 51.422475034827485], [5.456457164375756, 51.42190854888275], [5.455458963493261, 51.421559092411755], [5.454638718534946, 51.421360727564746], [5.454350153290179, 51.42129094003574], [5.453301776499983, 51.42108875570682], [5.452672595123085, 51.420990343847386], [5.451558755564019, 51.42088892138988], [5.451488650179081, 51.420882537741534], [5.449090487184243, 51.420572596345224], [5.448668164838843, 51.420511508551975], [5.448223132953401, 51.420389137287614], [5.44800537539704, 51.420320634434376], [5.447820899042388, 51.420535825583684], [5.449113343290517, 51.42122718986405], [5.4506996013792905, 51.42207567564405], [5.451751654353732, 51.42267723249685], [5.452496356975529, 51.42310303338913], [5.452610181268273, 51.42318122224622], [5.452926134201987, 51.42339825845286], [5.454913566070612, 51.42476340396406], [5.456713608635175, 51.425947542253546], [5.457113842708554, 51.426222723706715], [5.459355641728011, 51.42776398522619], [5.459742702163579, 51.42803007825999], [5.459824895327519, 51.42809077069256], [5.460563307691637, 51.42863601295249], [5.461327066353931, 51.428323381690184], [5.46173057363693, 51.42824768823296], [5.46244707198949, 51.42802423860997], [5.462739127078532, 51.427933155843476]]], ""type"": ""Polygon""}",3055.62029117589,361927.08655571,"51.42435886349648, 5.457445971309711",2526.0,"0,65",1400,232,25,50,2240,10,"32,5","35,0",24,"5,5","6,9",12,"63,7","33,8",10.0,"0,6","3,7","2,2","0,6","2,7","0,3","2,2"
