OBJECTID;PROJECTNUMMER;NAAMPROJECT;PROJECTFASE;TOTAALAANTALWONINGEN;SHAPE.AREA;SHAPE.LEN;geo_shape;geo_point_2d;NAAMDEELGEBIED;BOUWPLAN;WONINGTYPE;PRIJSKLASSE;OPLEVERJAARDEELGEBIED;AANTALWONINGENDEELGEBIED;PROJECT_ID;NIEUW_VERBOUW
310309;522;Keizer Karel V singel 6 -10;Gereed;96;4604.045;324.036281919901;"{""coordinates"": [[[5.462811411369987, 51.428239457523375], [5.462910836736786, 51.42836613327553], [5.462919488025425, 51.42838050953561], [5.463037339331483, 51.42834627580294], [5.463150845330681, 51.42829316855753], [5.463225583214144, 51.428273344655274], [5.463577102012145, 51.42867400962886], [5.463830025176242, 51.42858485541239], [5.463830046314549, 51.42859743955148], [5.464098782510104, 51.42850647660112], [5.4640699486307, 51.428461552247555], [5.46425242150182, 51.42837783683747], [5.4642581427489665, 51.428359855687425], [5.464112596321364, 51.428171189676114], [5.464083829295004, 51.42816581547719], [5.464075168591482, 51.428146046100814], [5.464083762640794, 51.428126265325], [5.464109620512653, 51.428111866348594], [5.464220286829085, 51.42808123164009], [5.464040162492109, 51.42785124048326], [5.462811405410954, 51.42823586205496], [5.462811411369987, 51.428239457523375]]], ""type"": ""Polygon""}";51.428258208843715, 5.463670871531943;Keizer Karel V singel (vh SRE);V15/24636;Meergezins;Huur(betaalbaar);2016;48;;Verbouw transformatie
310528;636;Telefoonstraat e.o. / Planciuslaan e.o.;In ontwikkeling;33;13612.835;778.6937139100651;"{""coordinates"": [[[5.517014535190195, 51.4449078821872], [5.517497297874456, 51.44421251865001], [5.515844780254015, 51.44377750597848], [5.515393866886923, 51.444552826756876], [5.516080485026471, 51.44472734824254], [5.5152875262690655, 51.44612506261285], [5.51554510459425, 51.44615803720321], [5.516199778273663, 51.44520181815303], [5.515963497010663, 51.44506814833733], [5.516199797388495, 51.44470025015552], [5.517014535190195, 51.4449078821872]]], ""type"": ""Polygon""}";51.44460854713689, 5.516285197382843;Planciuslaan e.o.;;Eengezins;Huur(betaalbaar);2023;-34;;Onttrekking sloop
310525;636;Telefoonstraat e.o. / Planciuslaan e.o.;In ontwikkeling;33;13612.835;778.6937139100651;"{""coordinates"": [[[5.517014535190195, 51.4449078821872], [5.517497297874456, 51.44421251865001], [5.515844780254015, 51.44377750597848], [5.515393866886923, 51.444552826756876], [5.516080485026471, 51.44472734824254], [5.5152875262690655, 51.44612506261285], [5.51554510459425, 51.44615803720321], [5.516199778273663, 51.44520181815303], [5.515963497010663, 51.44506814833733], [5.516199797388495, 51.44470025015552], [5.517014535190195, 51.4449078821872]]], ""type"": ""Polygon""}";51.44460854713689, 5.516285197382843;Telefoonstraat 1 t/m 31;V20/41366;Eengezins;Huur(betaalbaar);2022;16;930-200;Nieuwbouw vervangend
309977;273;Eliasterrein,Vonderkwart./div.proj.;Gereed;7;283.93;61.3470129472589;"{""coordinates"": [[[5.464416112026121, 51.43758842541151], [5.464415994900728, 51.43751921270714], [5.464338250484608, 51.43747072543671], [5.464227509830689, 51.43747079879591], [5.464149929410125, 51.43751938896031], [5.464150046131643, 51.437588601665546], [5.46422779054874, 51.43763708906103], [5.464338531606536, 51.437637015701], [5.464416112026121, 51.43758842541151]]], ""type"": ""Polygon""}";51.43755390727106, 5.464283020617249;Mauritsstraat 60-62;06/0674;Meergezins;Huur(betaalbaar);2007;6;;Verbouw transformatie
309978;273;Eliasterrein,Vonderkwart./div.proj.;Gereed;7;283.93;61.3470129472589;"{""coordinates"": [[[5.464416112026121, 51.43758842541151], [5.464415994900728, 51.43751921270714], [5.464338250484608, 51.43747072543671], [5.464227509830689, 51.43747079879591], [5.464149929410125, 51.43751938896031], [5.464150046131643, 51.437588601665546], [5.46422779054874, 51.43763708906103], [5.464338531606536, 51.437637015701], [5.464416112026121, 51.43758842541151]]], ""type"": ""Polygon""}";51.43755390727106, 5.464283020617249;Strijpsestraat X;06/0048;Eengezins;Koop(middelduur);2007;1;;Nieuwbouw
310619;720;Aalsterweg  125 -129;Gereed;-1;324.245;85.93935564196309;"{""coordinates"": [[[5.48586094559889, 51.424243811128285], [5.485882706665099, 51.42433367951494], [5.486354189521385, 51.424283841211754], [5.486332441224529, 51.42420026497998], [5.48586094559889, 51.424243811128285]]], ""type"": ""Polygon""}";51.4242656981505, 5.486104794420571;Aalsterweg  125 - 129;V18/35234;Meergezins;Huur(betaalbaar);2020;-12;;Onttrekking overig
310620;720;Aalsterweg  125 -129;Gereed;-1;324.245;85.93935564196309;"{""coordinates"": [[[5.48586094559889, 51.424243811128285], [5.485882706665099, 51.42433367951494], [5.486354189521385, 51.424283841211754], [5.486332441224529, 51.42420026497998], [5.48586094559889, 51.424243811128285]]], ""type"": ""Polygon""}";51.4242656981505, 5.486104794420571;Aalsterweg  125 -129;V18/35234;Meergezins;Huur(betaalbaar);2020;-2;;Onttrekking overig
311585;1453;Frankrijkstraat 74;In ontwikkeling;2;83.46000000000001;39.7763944172656;"{""coordinates"": [[[5.465575214514167, 51.45512633587301], [5.4657607340250225, 51.455080368609444], [5.465728994961538, 51.45503005353961], [5.465543475623695, 51.45507602075266], [5.465575214514167, 51.45512633587301]]], ""type"": ""Polygon""}";51.45507819469819, 5.465652104781599;Frankrijkstraat 74;EHV-ZP2022-0025;Meergezins;Koop(middelduur);2025;-1;;Onttrekking overig
311584;1453;Frankrijkstraat 74;In ontwikkeling;2;83.46000000000001;39.7763944172656;"{""coordinates"": [[[5.465575214514167, 51.45512633587301], [5.4657607340250225, 51.455080368609444], [5.465728994961538, 51.45503005353961], [5.465543475623695, 51.45507602075266], [5.465575214514167, 51.45512633587301]]], ""type"": ""Polygon""}";51.45507819469819, 5.465652104781599;Frankrijkstraat 74 en 74B;EHV-ZP2022-0025;Meergezins;Huur(middenhuur);2025;2;;Verbouw transformatie
310886;900;Pastoor van Arsplein  4A-4B;Gereed;2;46.355000000000004;28.0980809297;"{""coordinates"": [[[5.460126210256029, 51.45843860401686], [5.460229738550409, 51.4583953935174], [5.460187947133395, 51.45835497078137], [5.460082982912847, 51.458399979875104], [5.460126210256029, 51.45843860401686]]], ""type"": ""Polygon""}";51.458397087741865, 5.460156820909526;Pastoor van Arsplein 4A-4B;V17/31394;Meergezins;Huur(betaalbaar);2020;2;;Verbouw transformatie
310634;735;Hoogstraat 260-262;Gereed;7;473.73;92.0465567172876;"{""coordinates"": [[[5.463200004241438, 51.42672910592777], [5.462899545507892, 51.426760762163106], [5.462750017793163, 51.42676625255103], [5.4627500594707294, 51.42679142083245], [5.462958819857248, 51.42695487910913], [5.463233214138274, 51.42681267897207], [5.463200004241438, 51.42672910592777]]], ""type"": ""Polygon""}";51.42682276041324, 5.463000058966695;Hoogstraat 260-262;V19/36193;Meergezins;Huur(duur);2020;-1;;Onttrekking overig
311090;1052;Kloosterdreef 41;Gereed;1;260.675;75.7340487275272;"{""coordinates"": [[[5.471904850578811, 51.45233721449593], [5.472158039640696, 51.45232894017894], [5.472208230250513, 51.452241713509345], [5.471921959247413, 51.45225360748433], [5.471814006607609, 51.45222492228808], [5.471765235591532, 51.452302260227306], [5.471904850578811, 51.45233721449593]]], ""type"": ""Polygon""}";51.45228676232146, 5.47198436860505;Kloosterdreef 39 en 41;V21/43504;Meergezins;Koop(middelduur);2021;2;;Verbouw overig
311043;1020;Anna Bijnsweg 1;In ontwikkeling;8;98.12;39.7366389494769;"{""coordinates"": [[[5.485611426750705, 51.42654602379573], [5.485760921863791, 51.426527021114325], [5.485737739623636, 51.42644524373307], [5.485586808865637, 51.42646514646612], [5.485611426750705, 51.42654602379573]]], ""type"": ""Polygon""}";51.42649577116995, 5.485674308448485;Anna Bijnsweg 1;;Meergezins;Koop(sociaal);2024;5;731-750;Nieuwbouw vervangend
310413;574;Bilderdijklaan 2-6;Gereed;5;775.605;148.427782372264;"{""coordinates"": [[[5.482779302654102, 51.434302017840224], [5.48266587978768, 51.43439109880445], [5.483521913281539, 51.434564774036375], [5.4835791561396805, 51.434431694259445], [5.483173503870894, 51.43437989503011], [5.482785047479571, 51.43429841765285], [5.482779302654102, 51.434302017840224]]], ""type"": ""Polygon""}";51.43442879949286, 5.483150703667906;Bilderdijklaan 2-6;V18/32568;Meergezins;Koop(duur);2020;8;;Nieuwbouw vervangend
310643;740;Hoogstraat 387-397A;In ontwikkeling;72;4826.245;296.708926720343;"{""coordinates"": [[[5.458176296922562, 51.422205577639836], [5.458401622788734, 51.421952857855835], [5.4580131030004635, 51.4217337710103], [5.457398857749212, 51.42150672947114], [5.457390226096696, 51.42150313920419], [5.457340008006446, 51.421568786908686], [5.457183497247304, 51.421697419391045], [5.457022618838383, 51.421790998403765], [5.456880552091691, 51.42196456524391], [5.457529312829503, 51.42219608298859], [5.457522139537208, 51.42220597488043], [5.457701943422605, 51.4222642925238], [5.457856950103315, 51.42209251456565], [5.458176296922562, 51.422205577639836]]], ""type"": ""Polygon""}";51.42190579013958, 5.4576321171420945;Hof van Gestel 60 t/m 83 (Blok E);V22/49226;Meergezins;Huur(duur);2025;24;732-080;Verbouw transformatie
310650;740;Hoogstraat 387-397A;In ontwikkeling;72;4826.245;296.708926720343;"{""coordinates"": [[[5.458176296922562, 51.422205577639836], [5.458401622788734, 51.421952857855835], [5.4580131030004635, 51.4217337710103], [5.457398857749212, 51.42150672947114], [5.457390226096696, 51.42150313920419], [5.457340008006446, 51.421568786908686], [5.457183497247304, 51.421697419391045], [5.457022618838383, 51.421790998403765], [5.456880552091691, 51.42196456524391], [5.457529312829503, 51.42219608298859], [5.457522139537208, 51.42220597488043], [5.457701943422605, 51.4222642925238], [5.457856950103315, 51.42209251456565], [5.458176296922562, 51.422205577639836]]], ""type"": ""Polygon""}";51.42190579013958, 5.4576321171420945;Hoogstraat 387D, 387E en 387K (Blok A);V22/49226;Meergezins;Huur(betaalbaar);2025;3;732-080;Nieuwbouw vervangend
310407;567;Vestdijk 4-10;Gereed;57;261.04;65.7435213175633;"{""coordinates"": [[[5.478871859814652, 51.440670040619494], [5.478991431534256, 51.44076612518973], [5.479211285638832, 51.440664379633624], [5.479090271810081, 51.44056649869086], [5.478868983232406, 51.44067004288466], [5.478871859814652, 51.440670040619494]]], ""type"": ""Polygon""}";51.440666467890416, 5.479041053087851;Vestdijk 4-10;V17/28751;Meergezins;Huur(middenhuur);2019;57;;Verbouw transformatie
310279;502;Bunderkensven;Gereed;5;2681.11;220.66153794720603;"{""coordinates"": [[[5.514751526819196, 51.418569048096806], [5.514973545938209, 51.418793522016465], [5.515123278204102, 51.41887245810348], [5.515435951725789, 51.41861503743059], [5.515023600097821, 51.41818762900325], [5.514435738154964, 51.418226924367], [5.51475728724802, 51.41857263726344], [5.514751526819196, 51.418569048096806]]], ""type"": ""Polygon""}";51.418486833162056, 5.5149744569840795;Bunderkensven;V18/33209;Eengezins;Koop(duur);2019;5;;Nieuwbouw
309756;239;C.van Bijnkershoekstraat;Gereed;18;1335.92;162.99265156293902;"{""coordinates"": [[[5.442116338064434, 51.441903069467564], [5.442000024287797, 51.44206222381376], [5.442696408735287, 51.44225155433523], [5.442966567582114, 51.442047382242365], [5.442116338064434, 51.441903069467564]]], ""type"": ""Polygon""}";51.44206923803937, 5.442469193843311;C.van Bijnkershoekstraat;06/1058;Meergezins;Huur(betaalbaar);2008;18;;Nieuwbouw
310879;896;St. Trudoplein 7c;Gereed;3;157.12;67.52899169762028;"{""coordinates"": [[[5.455324531671191, 51.441905070919056], [5.4553732778099215, 51.441799874939605], [5.455394858078839, 51.44180345776046], [5.4554264287113785, 51.4417549004391], [5.455437940686986, 51.44175848915558], [5.455480994972644, 51.44169464434633], [5.455394655295568, 51.4416677289765], [5.45531139758031, 51.44177833837555], [5.455298487515089, 51.441801716472], [5.455246843101487, 51.44189253224503], [5.455324531671191, 51.441905070919056]]], ""type"": ""Polygon""}";51.441782099423556, 5.4553608316762485;St. Trudoplein 7c;V17/31434;Meergezins;Huur(betaalbaar);2020;4;;Verbouw overig
311580;1451;Van Gentstraat 16 / Willem Barentzstraat;In ontwikkeling;2;132.66;48.2518166619958;"{""coordinates"": [[[5.472145500411562, 51.449457970284286], [5.472354168397503, 51.449498266791906], [5.472421690524806, 51.449449678584976], [5.472256119393471, 51.44937699152043], [5.472145500411562, 51.449457970284286]]], ""type"": ""Polygon""}";51.44944336603835, 5.47228668737709;Van Gentstraat 16 / Willem Barentzstraat 2A;EHV-ZP2023-0014;Eengezins;Huur(middenhuur);2024;2;;Verbouw transformatie
311430;1308;Hemelrijken 113-115;In ontwikkeling;10;639.355;103.90620833623;"{""coordinates"": [[[5.472110152677522, 51.44669757691743], [5.472510321198008, 51.446842001820414], [5.472635146315392, 51.446669327868406], [5.472255147747706, 51.44654106825334], [5.472225006742016, 51.44657704494145], [5.472213505618535, 51.44658064880929], [5.472207770129513, 51.446590540531474], [5.47214317583548, 51.44666429475568], [5.47212305049145, 51.446671500374926], [5.472123070569277, 51.446682286759874], [5.47211158614042, 51.446694879271774], [5.472110152677522, 51.44669757691743]]], ""type"": ""Polygon""}";51.44668891606665, 5.472378095723216;Hemelrijken 113-115;;Meergezins;Koop(middelduur);2024;8;;Nieuwbouw vervangend
311432;1308;Hemelrijken 113-115;In ontwikkeling;10;639.355;103.90620833623;"{""coordinates"": [[[5.472110152677522, 51.44669757691743], [5.472510321198008, 51.446842001820414], [5.472635146315392, 51.446669327868406], [5.472255147747706, 51.44654106825334], [5.472225006742016, 51.44657704494145], [5.472213505618535, 51.44658064880929], [5.472207770129513, 51.446590540531474], [5.47214317583548, 51.44666429475568], [5.47212305049145, 51.446671500374926], [5.472123070569277, 51.446682286759874], [5.47211158614042, 51.446694879271774], [5.472110152677522, 51.44669757691743]]], ""type"": ""Polygon""}";51.44668891606665, 5.472378095723216;Hemelrijken 113-115;;Eengezins;Koop(duur);2023;-2;;Onttrekking sloop
311071;1039;Hoogstraat 154-160 / Hagenkampweg-Zuid 137-147;In ontwikkeling;10;1211.24;156.339824166233;"{""coordinates"": [[[5.467927048910833, 51.43044364108838], [5.4678363329499176, 51.43037359228198], [5.467741273219952, 51.4302864679194], [5.467540111890266, 51.43037379716989], [5.4675084228242365, 51.43034325753224], [5.4672382588315, 51.4304423191462], [5.4671246829454905, 51.43045588022982], [5.467140831418598, 51.43064463141256], [5.4672831814624425, 51.43063914032618], [5.4673134231354155, 51.43066428781316], [5.467927048910833, 51.43044364108838]]], ""type"": ""Polygon""}";51.430481274110306, 5.467487523712797;Hoogstraat 154-160;EHV-ZP2022-0010;Meergezins;Huur(duur);2023;-2;732-070;Onttrekking sloop
311072;1039;Hoogstraat 154-160 / Hagenkampweg-Zuid 137-147;In ontwikkeling;10;1211.24;156.339824166233;"{""coordinates"": [[[5.467927048910833, 51.43044364108838], [5.4678363329499176, 51.43037359228198], [5.467741273219952, 51.4302864679194], [5.467540111890266, 51.43037379716989], [5.4675084228242365, 51.43034325753224], [5.4672382588315, 51.4304423191462], [5.4671246829454905, 51.43045588022982], [5.467140831418598, 51.43064463141256], [5.4672831814624425, 51.43063914032618], [5.4673134231354155, 51.43066428781316], [5.467927048910833, 51.43044364108838]]], ""type"": ""Polygon""}";51.430481274110306, 5.467487523712797;Hoogstraat 154-160;EHV-ZP2022-0010;Meergezins;Huur(goedkoop);2023;-5;732-070;Onttrekking sloop
310454;598;Rechtestraat 6 (vh V&D);In ontwikkeling;0;2733.54;254.46148455867203;"{""coordinates"": [[[5.476418504594684, 51.438654888666086], [5.476707964017931, 51.43884612518206], [5.477034825413313, 51.4390400287219], [5.477145697486021, 51.4391046615492], [5.477383190416828, 51.43919706112885], [5.477391805666267, 51.43918986351579], [5.477499745175329, 51.43922573452548], [5.477660436501754, 51.43902785895825], [5.477477644906782, 51.43895968694908], [5.477486247642268, 51.438946197267484], [5.477461790503209, 51.43894262076508], [5.477468962119242, 51.438932727663655], [5.477437287134987, 51.438915673743544], [5.47741860429268, 51.43892287916331], [5.477120565176164, 51.43875861705707], [5.4771607806842875, 51.438730721097876], [5.477008146031134, 51.43863825562531], [5.476728768329948, 51.43845420303671], [5.476418504594684, 51.438654888666086]]], ""type"": ""Polygon""}";51.43884866317688, 5.477031209124894;Potentieel Rechtestraat 6 (vh V&D) fase 2 Chicago;;;;2026;0;903-000;
311605;1465;Grote Beerlaan 36 (kamerverhuur);Gereed;2;58.32;31.784646099465398;"{""coordinates"": [[[5.496226003832951, 51.473625498530915], [5.4962376583640555, 51.47368391387568], [5.496359982408482, 51.4736757095421], [5.496354138905562, 51.473639760400594], [5.496364212082945, 51.473638852097416], [5.496361279559632, 51.473616383209794], [5.496226003832951, 51.473625498530915]]], ""type"": ""Polygon""}";51.473649760490176, 5.496295538281488;Grote Beerlaan 36 (3 onzelfstandige kamers);EHV-2023-001427;Meergezins;Huur(betaalbaar);2023;3;;Verbouw overig
311093;1055;Kruisstraat 69;Gereed;5;233.615;69.55220365652289;"{""coordinates"": [[[5.475239092584179, 51.44756625408822], [5.475246116851133, 51.4474790587173], [5.4748735402753965, 51.44747754217304], [5.474873687110542, 51.4475539457218], [5.475239092584179, 51.44756625408822]]], ""type"": ""Polygon""}";51.447519153059375, 5.475062218441547;Kruisstraat 69 / Fellenoord 1,1a,1b,1c;V21/43180;Meergezins;Huur(betaalbaar);2022;5;;Verbouw transformatie
309688;202;Woenselsestraat/Thorvaldsenln;Gereed;105;5785.075000000001;342.19650953301203;"{""coordinates"": [[[5.4704597655270835, 51.459852776925594], [5.470200642232638, 51.46057654891919], [5.470643936565268, 51.460634658316046], [5.4710753171906426, 51.46047345136101], [5.470997012729195, 51.46014542173002], [5.471264969646748, 51.45953849412268], [5.470587201100022, 51.45951021783709], [5.4704597655270835, 51.459852776925594]]], ""type"": ""Polygon""}";51.46007482601022, 5.470728833090863;Woenselsestraat;08/1128;Meergezins;Koop(sociaal);2011;7;;Nieuwbouw
309689;202;Woenselsestraat/Thorvaldsenln;Gereed;105;5785.075000000001;342.19650953301203;"{""coordinates"": [[[5.4704597655270835, 51.459852776925594], [5.470200642232638, 51.46057654891919], [5.470643936565268, 51.460634658316046], [5.4710753171906426, 51.46047345136101], [5.470997012729195, 51.46014542173002], [5.471264969646748, 51.45953849412268], [5.470587201100022, 51.45951021783709], [5.4704597655270835, 51.459852776925594]]], ""type"": ""Polygon""}";51.46007482601022, 5.470728833090863;Thorvaldseln/Dr.Cuyperslaan;08/1128;Meergezins;Huur(betaalbaar);2011;48;;Nieuwbouw
309691;203;Rapenland/div.proj.;Gereed;11;282.08;61.147012947258894;"{""coordinates"": [[[5.4717152281979, 51.46180600651857], [5.471715101569968, 51.461737692815674], [5.47163730801182, 51.461689210510535], [5.471526508453693, 51.46168929081285], [5.471448894555583, 51.461737885750146], [5.471449020784099, 51.46180619945343], [5.471526814341836, 51.46185468188376], [5.471637614302447, 51.46185460158101], [5.4717152281979, 51.46180600651857]]], ""type"": ""Polygon""}";51.461771946219066, 5.471582061277113;Dr. Cuyperslaan 70;05/1290;Meergezins;Koop(sociaal);2007;7;;Verbouw transformatie
311561;1432;Potentieel Carmelitessenstraat 2 Theresiakerk - doorstroomwoningen;In ontwikkeling;0;3024.05;221.017292298609;"{""coordinates"": [[[5.439481972512619, 51.438707014473735], [5.440308768605973, 51.43854753990101], [5.440118425064185, 51.43811796821366], [5.4392715051862295, 51.43828104592547], [5.439477654739852, 51.43870431981529], [5.439481972512619, 51.438707014473735]]], ""type"": ""Polygon""}";51.43841279449372, 5.43979410215362;Potentieel Carmelitessenstraat 2 Theresiakerk - doorstroomwoningen;;Meergezins;Huur(goedkoop);2026;0;;Verbouw transformatie
308965;69;Gestelsestraat;Gereed;22;200.22;56.6;"{""coordinates"": [[[5.472067388915398, 51.43298988454939], [5.4720671531787035, 51.43286314439249], [5.471862950818489, 51.43286329312275], [5.471863185986808, 51.43299003328023], [5.472067388915398, 51.43298988454939]]], ""type"": ""Polygon""}";51.432926588865605, 5.471965169724882;Gestelsestraat;98/1549;Meergezins;Koop(middelduur);2002;22;;Nieuwbouw
309785;244;Woensel West;Gereed;311;401858.885;2589.5364426083897;"{""coordinates"": [[[5.451632576383806, 51.45532365481431], [5.453118135956224, 51.45684909674223], [5.457575285629295, 51.458544443521454], [5.463800767759153, 51.45227631444964], [5.463914302321522, 51.45220522923044], [5.463914062028581, 51.45206230967458], [5.463869247866285, 51.45193380135341], [5.46375391784065, 51.45179185643547], [5.463594059988143, 51.45169128848755], [5.463388312074722, 51.45167794039346], [5.458887625510787, 51.450367556934715], [5.458659112295736, 51.4505106172504], [5.458430552750979, 51.4506249134262], [5.458430909091335, 51.45085322523195], [5.458454260901843, 51.45106714109312], [5.458088961828975, 51.451138374687126], [5.457792694737366, 51.45119608227298], [5.457564063116664, 51.45126723120577], [5.454620203682274, 51.452924685952816], [5.451677177748965, 51.455323630099656], [5.451632576383806, 51.45532365481431]]], ""type"": ""Polygon""}";51.45431980284115, 5.457731177453162;Celsiuspleinbuurt fase 3/4 - Brugmanstraat 23 t/m 33 en 37 t/m 47 (oneven);V20/41297;Eengezins;Huur(betaalbaar);2021;12;150-000;Nieuwbouw vervangend
309796;244;Woensel West;Gereed;311;401858.885;2589.5364426083897;"{""coordinates"": [[[5.451632576383806, 51.45532365481431], [5.453118135956224, 51.45684909674223], [5.457575285629295, 51.458544443521454], [5.463800767759153, 51.45227631444964], [5.463914302321522, 51.45220522923044], [5.463914062028581, 51.45206230967458], [5.463869247866285, 51.45193380135341], [5.46375391784065, 51.45179185643547], [5.463594059988143, 51.45169128848755], [5.463388312074722, 51.45167794039346], [5.458887625510787, 51.450367556934715], [5.458659112295736, 51.4505106172504], [5.458430552750979, 51.4506249134262], [5.458430909091335, 51.45085322523195], [5.458454260901843, 51.45106714109312], [5.458088961828975, 51.451138374687126], [5.457792694737366, 51.45119608227298], [5.457564063116664, 51.45126723120577], [5.454620203682274, 51.452924685952816], [5.451677177748965, 51.455323630099656], [5.451632576383806, 51.45532365481431]]], ""type"": ""Polygon""}";51.45431980284115, 5.457731177453162;Celsiuspleinbuurt fase 3/4 - Celsiusstr. 1,2,4,6,8,10, Jan v/d Heijdenhof 36 en Lili Bleekerstr. 2,4;V20/41297;Eengezins;Huur(betaalbaar);2022;10;150-000;Nieuwbouw vervangend
309800;244;Woensel West;Gereed;311;401858.885;2589.5364426083897;"{""coordinates"": [[[5.451632576383806, 51.45532365481431], [5.453118135956224, 51.45684909674223], [5.457575285629295, 51.458544443521454], [5.463800767759153, 51.45227631444964], [5.463914302321522, 51.45220522923044], [5.463914062028581, 51.45206230967458], [5.463869247866285, 51.45193380135341], [5.46375391784065, 51.45179185643547], [5.463594059988143, 51.45169128848755], [5.463388312074722, 51.45167794039346], [5.458887625510787, 51.450367556934715], [5.458659112295736, 51.4505106172504], [5.458430552750979, 51.4506249134262], [5.458430909091335, 51.45085322523195], [5.458454260901843, 51.45106714109312], [5.458088961828975, 51.451138374687126], [5.457792694737366, 51.45119608227298], [5.457564063116664, 51.45126723120577], [5.454620203682274, 51.452924685952816], [5.451677177748965, 51.455323630099656], [5.451632576383806, 51.45532365481431]]], ""type"": ""Polygon""}";51.45431980284115, 5.457731177453162;Celsiuspleinbuurt fase 3/4 - Jan van der Heijdenhof 1,2,3,5,26 en 27;V20/41297;Eengezins;Huur(betaalbaar);2022;6;150-000;Nieuwbouw vervangend
309765;244;Woensel West;Gereed;311;401858.885;2589.5364426083897;"{""coordinates"": [[[5.451632576383806, 51.45532365481431], [5.453118135956224, 51.45684909674223], [5.457575285629295, 51.458544443521454], [5.463800767759153, 51.45227631444964], [5.463914302321522, 51.45220522923044], [5.463914062028581, 51.45206230967458], [5.463869247866285, 51.45193380135341], [5.46375391784065, 51.45179185643547], [5.463594059988143, 51.45169128848755], [5.463388312074722, 51.45167794039346], [5.458887625510787, 51.450367556934715], [5.458659112295736, 51.4505106172504], [5.458430552750979, 51.4506249134262], [5.458430909091335, 51.45085322523195], [5.458454260901843, 51.45106714109312], [5.458088961828975, 51.451138374687126], [5.457792694737366, 51.45119608227298], [5.457564063116664, 51.45126723120577], [5.454620203682274, 51.452924685952816], [5.451677177748965, 51.455323630099656], [5.451632576383806, 51.45532365481431]]], ""type"": ""Polygon""}";51.45431980284115, 5.457731177453162;Woensel West (SPIL Boschdijk);06/1857;Meergezins;Koop(middelduur);2010;9;;Nieuwbouw vervangend
309769;244;Woensel West;Gereed;311;401858.885;2589.5364426083897;"{""coordinates"": [[[5.451632576383806, 51.45532365481431], [5.453118135956224, 51.45684909674223], [5.457575285629295, 51.458544443521454], [5.463800767759153, 51.45227631444964], [5.463914302321522, 51.45220522923044], [5.463914062028581, 51.45206230967458], [5.463869247866285, 51.45193380135341], [5.46375391784065, 51.45179185643547], [5.463594059988143, 51.45169128848755], [5.463388312074722, 51.45167794039346], [5.458887625510787, 51.450367556934715], [5.458659112295736, 51.4505106172504], [5.458430552750979, 51.4506249134262], [5.458430909091335, 51.45085322523195], [5.458454260901843, 51.45106714109312], [5.458088961828975, 51.451138374687126], [5.457792694737366, 51.45119608227298], [5.457564063116664, 51.45126723120577], [5.454620203682274, 51.452924685952816], [5.451677177748965, 51.455323630099656], [5.451632576383806, 51.45532365481431]]], ""type"": ""Polygon""}";51.45431980284115, 5.457731177453162;Stadsbuurt Volta-Galvani;12/0472;Eengezins;Huur(betaalbaar);2013;5;;Nieuwbouw vervangend
309770;244;Woensel West;Gereed;311;401858.885;2589.5364426083897;"{""coordinates"": [[[5.451632576383806, 51.45532365481431], [5.453118135956224, 51.45684909674223], [5.457575285629295, 51.458544443521454], [5.463800767759153, 51.45227631444964], [5.463914302321522, 51.45220522923044], [5.463914062028581, 51.45206230967458], [5.463869247866285, 51.45193380135341], [5.46375391784065, 51.45179185643547], [5.463594059988143, 51.45169128848755], [5.463388312074722, 51.45167794039346], [5.458887625510787, 51.450367556934715], [5.458659112295736, 51.4505106172504], [5.458430552750979, 51.4506249134262], [5.458430909091335, 51.45085322523195], [5.458454260901843, 51.45106714109312], [5.458088961828975, 51.451138374687126], [5.457792694737366, 51.45119608227298], [5.457564063116664, 51.45126723120577], [5.454620203682274, 51.452924685952816], [5.451677177748965, 51.455323630099656], [5.451632576383806, 51.45532365481431]]], ""type"": ""Polygon""}";51.45431980284115, 5.457731177453162;Stadsbuurt Volta-Galvani;12/0472;Meergezins;Koop(sociaal);2013;10;;Nieuwbouw vervangend
309776;244;Woensel West;Gereed;311;401858.885;2589.5364426083897;"{""coordinates"": [[[5.451632576383806, 51.45532365481431], [5.453118135956224, 51.45684909674223], [5.457575285629295, 51.458544443521454], [5.463800767759153, 51.45227631444964], [5.463914302321522, 51.45220522923044], [5.463914062028581, 51.45206230967458], [5.463869247866285, 51.45193380135341], [5.46375391784065, 51.45179185643547], [5.463594059988143, 51.45169128848755], [5.463388312074722, 51.45167794039346], [5.458887625510787, 51.450367556934715], [5.458659112295736, 51.4505106172504], [5.458430552750979, 51.4506249134262], [5.458430909091335, 51.45085322523195], [5.458454260901843, 51.45106714109312], [5.458088961828975, 51.451138374687126], [5.457792694737366, 51.45119608227298], [5.457564063116664, 51.45126723120577], [5.454620203682274, 51.452924685952816], [5.451677177748965, 51.455323630099656], [5.451632576383806, 51.45532365481431]]], ""type"": ""Polygon""}";51.45431980284115, 5.457731177453162;Celsiuspleinbuurt fase 3/4;;Eengezins;Huur(betaalbaar);2020;-132;;Onttrekking sloop
