OBJECTID;PROJECTNUMMER;NAAMPROJECT;PROJECTFASE;TOTAALAANTALWONINGEN;SHAPE.AREA;SHAPE.LEN;geo_shape;geo_point_2d;NAAMDEELGEBIED;BOUWPLAN;WONINGTYPE;PRIJSKLASSE;OPLEVERJAARDEELGEBIED;AANTALWONINGENDEELGEBIED;PROJECT_ID;NIEUW_VERBOUW
311464;1336;Van Hogendorplaan 1;In ontwikkeling;1;254.645;69.1584842637117;"{""coordinates"": [[[5.508486120461405, 51.455731340669224], [5.5085292068836695, 51.45570253207308], [5.508545066804313, 51.455715099684376], [5.50863266388436, 51.45565208774895], [5.508471283191736, 51.45556236921316], [5.50843824907144, 51.45558397639451], [5.508366217803146, 51.4555489955451], [5.508277181789616, 51.45561200877658], [5.508486120461405, 51.455731340669224]]], ""type"": ""Polygon""}";51.4556371866494, 5.508456219181492;van Hogendorplaan 1 en 1a;EHV-ZP2022-0004;Eengezins;Koop(duur);2024;2;;Nieuwbouw vervangend
311445;1328;Demer 47;In ontwikkeling;2;96.49000000000001;44.2585100763671;"{""coordinates"": [[[5.477398596672885, 51.439714796739466], [5.47747897027854, 51.43962934204443], [5.477490447876486, 51.43961495126634], [5.47749187012054, 51.43960686035779], [5.477481780968133, 51.439596081775896], [5.477480337373682, 51.43959338629371], [5.4774961332910035, 51.43958078990037], [5.4774083534090625, 51.43955748740859], [5.477345349040203, 51.439698658375875], [5.477398596672885, 51.439714796739466]]], ""type"": ""Polygon""}";51.43963370460922, 5.477419332336123;Demer 47a, 47b en 47c;V22/48275;Meergezins;Huur(duur);2023;3;;Verbouw overig
310417;576;Willem v Konijnenburglaan 9;Gereed;7;295.26;74.0593322416951;"{""coordinates"": [[[5.49425319740242, 51.43892749375445], [5.494378478154859, 51.43899299582973], [5.494615387306846, 51.438822891617825], [5.49448865364866, 51.43875109906352], [5.494251759166349, 51.43892749507664], [5.49425319740242, 51.43892749375445]]], ""type"": ""Polygon""}";51.438872842726624, 5.49443429341543;WillemvKonijnenburgstr 9 / Tongelresestraat 122 J-R;V17/29403;Meergezins;Huur(middenhuur);2018;7;;Verbouw overig
311543;1401;Franklin D Rooseveltlaan 38;In ontwikkeling;5;63.875;32.1887725851659;"{""coordinates"": [[[5.479557429036219, 51.472388685838574], [5.479691277878293, 51.4723858830284], [5.479686832264173, 51.47232296599661], [5.479557305126121, 51.47232756310528], [5.479554544982308, 51.472385991530025], [5.479557429036219, 51.472388685838574]]], ""type"": ""Polygon""}";51.472356548732584, 5.479622841199568;Franklin D Rooseveltlaan 38 (4 kamers);V22/48639;Meergezins;Huur(goedkoop);2024;4;;Verbouw overig
311544;1401;Franklin D Rooseveltlaan 38;In ontwikkeling;5;63.875;32.1887725851659;"{""coordinates"": [[[5.479557429036219, 51.472388685838574], [5.479691277878293, 51.4723858830284], [5.479686832264173, 51.47232296599661], [5.479557305126121, 51.47232756310528], [5.479554544982308, 51.472385991530025], [5.479557429036219, 51.472388685838574]]], ""type"": ""Polygon""}";51.472356548732584, 5.479622841199568;Franklin D Rooseveltlaan 38 (2 kamers);V22/48639;Meergezins;Huur(betaalbaar);2024;2;;Verbouw overig
310721;794;Stratumseind 14;In ontwikkeling;3;173.16500000000002;64.4616070608382;"{""coordinates"": [[[5.480609795580334, 51.436689373348194], [5.480650174699734, 51.4367432729876], [5.480749334487369, 51.43670723864503], [5.480655671384471, 51.43661832599808], [5.480652795058286, 51.436618328307205], [5.480652798741376, 51.436620126039166], [5.480583568170564, 51.436523103910055], [5.480484392108568, 51.436551048318165], [5.4805290983186365, 51.43661123660444], [5.480531969126903, 51.436608537700415], [5.480609795580334, 51.436689373348194]]], ""type"": ""Polygon""}";51.436632166171876, 5.480613912187344;Stratumseind 14;V19/39098;Meergezins;Koop(middelduur);2023;-1;;Onttrekking overig
310720;794;Stratumseind 14;In ontwikkeling;3;173.16500000000002;64.4616070608382;"{""coordinates"": [[[5.480609795580334, 51.436689373348194], [5.480650174699734, 51.4367432729876], [5.480749334487369, 51.43670723864503], [5.480655671384471, 51.43661832599808], [5.480652795058286, 51.436618328307205], [5.480652798741376, 51.436620126039166], [5.480583568170564, 51.436523103910055], [5.480484392108568, 51.436551048318165], [5.4805290983186365, 51.43661123660444], [5.480531969126903, 51.436608537700415], [5.480609795580334, 51.436689373348194]]], ""type"": ""Polygon""}";51.436632166171876, 5.480613912187344;Stratumseind 14;V19/39098;Meergezins;Huur(duur);2024;4;;Verbouw overig
310855;880;Marconilaan 28-30A-30B /Edisonstraat 150-156;In ontwikkeling;45;1069.915;142.036229915971;"{""coordinates"": [[[5.461955527988787, 51.451739992633016], [5.462204239970322, 51.451634665233165], [5.462241705149905, 51.45167149458915], [5.462421407538098, 51.45159407606377], [5.462514754204588, 51.451494241535194], [5.4621476902024355, 51.451365041820566], [5.462061528782371, 51.45146037710281], [5.461769655427772, 51.451563934136814], [5.461955527988787, 51.451739992633016]]], ""type"": ""Polygon""}";51.451553401673024, 5.462141894052557;Marconilaan 28-30A-30B /Edisonstraat 150-156;;Meergezins;Huur(middenhuur);2026;40;911-700;Nieuwbouw vervangend
310856;880;Marconilaan 28-30A-30B /Edisonstraat 150-156;In ontwikkeling;45;1069.915;142.036229915971;"{""coordinates"": [[[5.461955527988787, 51.451739992633016], [5.462204239970322, 51.451634665233165], [5.462241705149905, 51.45167149458915], [5.462421407538098, 51.45159407606377], [5.462514754204588, 51.451494241535194], [5.4621476902024355, 51.451365041820566], [5.462061528782371, 51.45146037710281], [5.461769655427772, 51.451563934136814], [5.461955527988787, 51.451739992633016]]], ""type"": ""Polygon""}";51.451553401673024, 5.462141894052557;Marconilaan 28-30A-30B /Edisonstraat 150-156;;Meergezins;Huur(middenhuur);2024;-4;911-700;Onttrekking sloop
310857;880;Marconilaan 28-30A-30B /Edisonstraat 150-156;In ontwikkeling;45;1069.915;142.036229915971;"{""coordinates"": [[[5.461955527988787, 51.451739992633016], [5.462204239970322, 51.451634665233165], [5.462241705149905, 51.45167149458915], [5.462421407538098, 51.45159407606377], [5.462514754204588, 51.451494241535194], [5.4621476902024355, 51.451365041820566], [5.462061528782371, 51.45146037710281], [5.461769655427772, 51.451563934136814], [5.461955527988787, 51.451739992633016]]], ""type"": ""Polygon""}";51.451553401673024, 5.462141894052557;Marconilaan 28-30A-30B /Edisonstraat 150-156;;Meergezins;Huur(betaalbaar);2026;10;911-700;Nieuwbouw vervangend
309870;262;Elzent-Noord/div.proj.;Gereed;3;283.39;61.2890830116639;"{""coordinates"": [[[5.48203403925107, 51.43137591401523], [5.482033897190191, 51.43130760017052], [5.4819561427176, 51.43125822575511], [5.4818454171938615, 51.4312583158349], [5.48176786804577, 51.43130781659647], [5.4817680097077695, 51.43137613044184], [5.4818457623124, 51.43142460611596], [5.4819564882402645, 51.431424516035484], [5.48203403925107, 51.43137591401523]]], ""type"": ""Polygon""}";51.4313415121595, 5.481900952815382;Poirterslaan 26;V15/23682;Meergezins;Koop(duur);2017;1;;Verbouw transformatie
311082;1047;Boschdijk 225a;Gereed;1;266.40500000000003;83.0772027327045;"{""coordinates"": [[[5.466479572163108, 51.448976580090076], [5.466456602144595, 51.449003561732624], [5.466459499553421, 51.449015245024], [5.46645519325666, 51.44902064115613], [5.466515643828834, 51.44903857729971], [5.46650129889113, 51.44906195760574], [5.466570384006236, 51.44908168556941], [5.4665603500654845, 51.449102366340654], [5.466803626292332, 51.449193884541664], [5.466813702490847, 51.44919747311377], [5.4668826215499235, 51.44912192117342], [5.466479572163108, 51.448976580090076]]], ""type"": ""Polygon""}";51.44909119368493, 5.4666728068336;Boschdijk 225a;V19/35620;Meergezins;Huur(middenhuur);2022;-1;;Onttrekking overig
310375;557;Montgomerylaan/Gen. Taylorpad - Grijze Generaal - De Majoor;In ontwikkeling;59;3119.335;252.56668576899602;"{""coordinates"": [[[5.475589542983375, 51.465842632044065], [5.476608113552704, 51.466420723849566], [5.476629661322958, 51.46640093226302], [5.476651453524594, 51.465772608529825], [5.47560517240246, 51.46573925064449], [5.475589542983375, 51.465842632044065]]], ""type"": ""Polygon""}";51.46598441711471, 5.476243642460964;Generaal Taylorpad 31 t/m 147 oneven;V20/43030;Meergezins;Huur(middenhuur);2024;59;833-000;Nieuwbouw
310054;356;Nachtegaallaan;Gereed;2;1717.9550000000002;173.184237370886;"{""coordinates"": [[[5.487511720108216, 51.44003011457574], [5.487785096633743, 51.44007751870554], [5.487789395590225, 51.440070324053416], [5.487895875355801, 51.4400918048331], [5.4879030389323855, 51.44007921449565], [5.48793325456429, 51.440084581563106], [5.488013491831075, 51.43994608655624], [5.488096937235765, 51.439957699553354], [5.488172896801381, 51.43983628662129], [5.488237288143013, 51.43968701879074], [5.487689148684015, 51.439613786019855], [5.487523214410989, 51.44002471146893], [5.487511720108216, 51.44003011457574]]], ""type"": ""Polygon""}";51.43984655700147, 5.487861409246848;Nachtegaallaan  7;V16/26970;Eengezins;Koop(duur);2018;1;;Nieuwbouw vervangend
311058;1035;Geldropseweg 116-118;Gereed;4;265.565;85.6428337358618;"{""coordinates"": [[[5.491174501710783, 51.43224001221666], [5.491292824006554, 51.43241698347438], [5.491246833687579, 51.43242870985495], [5.491321851365738, 51.4325338103299], [5.491461256466463, 51.43249683202972], [5.491312634210023, 51.432275843515896], [5.4911716236115815, 51.432239115918705], [5.491174501710783, 51.43224001221666]]], ""type"": ""Polygon""}";51.432398323234544, 5.491322483085244;Geldropseweg 116 en 116A;V21/45222;Meergezins;Huur(middenhuur);2022;2;;Verbouw transformatie
310144;415;Karel de Grotelaan 355/Humperdincklaan 2-4;In ontwikkeling;400;22431.420000000002;679.9109023948881;"{""coordinates"": [[[5.458891516214891, 51.42721093702325], [5.459999881154519, 51.42796709574435], [5.460821587223142, 51.42749107750958], [5.4604327043809775, 51.427082337924546], [5.460305966517133, 51.42695387948124], [5.460215243337684, 51.4268676451072], [5.460085699904446, 51.42678233385454], [5.458250889085618, 51.42578932060521], [5.457865814548433, 51.425958542348695], [5.45743341747013, 51.426211386146875], [5.457434881592702, 51.42622846375793], [5.458891516214891, 51.42721093702325]]], ""type"": ""Polygon""}";51.42685160798863, 5.459191615307846;Karel de Grotelaan 355/Humperdincklaan 4  Woonbedrijf;13/0583;Meergezins;Huur(betaalbaar);2027;180;838-100;Nieuwbouw
309896;270;Castiliëlaan Buurtschap te Veld;In ontwikkeling;666;368266.035;3091.13274803398;"{""coordinates"": [[[[5.451447864649477, 51.49471471806229], [5.456157475644148, 51.49524954247362], [5.458947146394964, 51.49547616739726], [5.461072759464068, 51.49556022982036], [5.468022424539637, 51.495612240929624], [5.467541658206339, 51.49491325738958], [5.467335486799076, 51.49477137893731], [5.467015605896196, 51.494657442910864], [5.466946410248382, 51.49461434484626], [5.466122361937216, 51.493573122795254], [5.465733819117302, 51.49371630494503], [5.464291526265881, 51.49234739990207], [5.464291308071324, 51.492218862457186], [5.463786782754707, 51.49189111000884], [5.462805500596244, 51.492333992682866], [5.461732161364523, 51.492848835214076], [5.4612746094148426, 51.49306305696882], [5.460955079921445, 51.49314865197143], [5.460658520116107, 51.493191984987476], [5.460246738979603, 51.49322010892446], [5.459857884383421, 51.493178105691364], [5.459422837746651, 51.49306422069709], [5.459195212110667, 51.4929924525812], [5.45466529157864, 51.491154293358335], [5.453979633465236, 51.49096952296594], [5.453294126190842, 51.49088452239818], [5.45201389157512, 51.490756705258484], [5.4519912411253975, 51.491028174882835], [5.451877713336231, 51.49118464044744], [5.4518089237863006, 51.49141299019328], [5.451581923956025, 51.49278298506408], [5.451492663448683, 51.49381043609482], [5.451447864649477, 51.49471471806229]]], [[[5.451401777070344, 51.49470935032516], [5.451447877375774, 51.49472370669528], [5.451447864649477, 51.49471471806229], [5.451401777070344, 51.49470935032516]]]], ""type"": ""MultiPolygon""}";51.49372506620035, 5.458612319644513;Buurthart fase 4 kamer G - Veldheuvel 2 t/m 112 even (samen met 1 ander deelproject);EHV-ZP2023-0008;Meergezins;Huur(betaalbaar);2024;29;880-100;Nieuwbouw
309897;270;Castiliëlaan Buurtschap te Veld;In ontwikkeling;666;368266.035;3091.13274803398;"{""coordinates"": [[[[5.451447864649477, 51.49471471806229], [5.456157475644148, 51.49524954247362], [5.458947146394964, 51.49547616739726], [5.461072759464068, 51.49556022982036], [5.468022424539637, 51.495612240929624], [5.467541658206339, 51.49491325738958], [5.467335486799076, 51.49477137893731], [5.467015605896196, 51.494657442910864], [5.466946410248382, 51.49461434484626], [5.466122361937216, 51.493573122795254], [5.465733819117302, 51.49371630494503], [5.464291526265881, 51.49234739990207], [5.464291308071324, 51.492218862457186], [5.463786782754707, 51.49189111000884], [5.462805500596244, 51.492333992682866], [5.461732161364523, 51.492848835214076], [5.4612746094148426, 51.49306305696882], [5.460955079921445, 51.49314865197143], [5.460658520116107, 51.493191984987476], [5.460246738979603, 51.49322010892446], [5.459857884383421, 51.493178105691364], [5.459422837746651, 51.49306422069709], [5.459195212110667, 51.4929924525812], [5.45466529157864, 51.491154293358335], [5.453979633465236, 51.49096952296594], [5.453294126190842, 51.49088452239818], [5.45201389157512, 51.490756705258484], [5.4519912411253975, 51.491028174882835], [5.451877713336231, 51.49118464044744], [5.4518089237863006, 51.49141299019328], [5.451581923956025, 51.49278298506408], [5.451492663448683, 51.49381043609482], [5.451447864649477, 51.49471471806229]]], [[[5.451401777070344, 51.49470935032516], [5.451447877375774, 51.49472370669528], [5.451447864649477, 51.49471471806229], [5.451401777070344, 51.49470935032516]]]], ""type"": ""MultiPolygon""}";51.49372506620035, 5.458612319644513;Buurthart fase 4 kamer G (vh van 'thuis) - Veldheuvel 2 t/m 112 even (samen met 1 ander deelproject);EHV-ZP2023-0008;Meergezins;Huur(betaalbaar);2024;27;880-100;Nieuwbouw
309908;270;Castiliëlaan Buurtschap te Veld;In ontwikkeling;666;368266.035;3091.13274803398;"{""coordinates"": [[[[5.451447864649477, 51.49471471806229], [5.456157475644148, 51.49524954247362], [5.458947146394964, 51.49547616739726], [5.461072759464068, 51.49556022982036], [5.468022424539637, 51.495612240929624], [5.467541658206339, 51.49491325738958], [5.467335486799076, 51.49477137893731], [5.467015605896196, 51.494657442910864], [5.466946410248382, 51.49461434484626], [5.466122361937216, 51.493573122795254], [5.465733819117302, 51.49371630494503], [5.464291526265881, 51.49234739990207], [5.464291308071324, 51.492218862457186], [5.463786782754707, 51.49189111000884], [5.462805500596244, 51.492333992682866], [5.461732161364523, 51.492848835214076], [5.4612746094148426, 51.49306305696882], [5.460955079921445, 51.49314865197143], [5.460658520116107, 51.493191984987476], [5.460246738979603, 51.49322010892446], [5.459857884383421, 51.493178105691364], [5.459422837746651, 51.49306422069709], [5.459195212110667, 51.4929924525812], [5.45466529157864, 51.491154293358335], [5.453979633465236, 51.49096952296594], [5.453294126190842, 51.49088452239818], [5.45201389157512, 51.490756705258484], [5.4519912411253975, 51.491028174882835], [5.451877713336231, 51.49118464044744], [5.4518089237863006, 51.49141299019328], [5.451581923956025, 51.49278298506408], [5.451492663448683, 51.49381043609482], [5.451447864649477, 51.49471471806229]]], [[[5.451401777070344, 51.49470935032516], [5.451447877375774, 51.49472370669528], [5.451447864649477, 51.49471471806229], [5.451401777070344, 51.49470935032516]]]], ""type"": ""MultiPolygon""}";51.49372506620035, 5.458612319644513;Overakker 85 - Minitopia;V22/48327;Eengezins;Koop(sociaal);2023;1;880-100;Nieuwbouw
309919;270;Castiliëlaan Buurtschap te Veld;In ontwikkeling;666;368266.035;3091.13274803398;"{""coordinates"": [[[[5.451447864649477, 51.49471471806229], [5.456157475644148, 51.49524954247362], [5.458947146394964, 51.49547616739726], [5.461072759464068, 51.49556022982036], [5.468022424539637, 51.495612240929624], [5.467541658206339, 51.49491325738958], [5.467335486799076, 51.49477137893731], [5.467015605896196, 51.494657442910864], [5.466946410248382, 51.49461434484626], [5.466122361937216, 51.493573122795254], [5.465733819117302, 51.49371630494503], [5.464291526265881, 51.49234739990207], [5.464291308071324, 51.492218862457186], [5.463786782754707, 51.49189111000884], [5.462805500596244, 51.492333992682866], [5.461732161364523, 51.492848835214076], [5.4612746094148426, 51.49306305696882], [5.460955079921445, 51.49314865197143], [5.460658520116107, 51.493191984987476], [5.460246738979603, 51.49322010892446], [5.459857884383421, 51.493178105691364], [5.459422837746651, 51.49306422069709], [5.459195212110667, 51.4929924525812], [5.45466529157864, 51.491154293358335], [5.453979633465236, 51.49096952296594], [5.453294126190842, 51.49088452239818], [5.45201389157512, 51.490756705258484], [5.4519912411253975, 51.491028174882835], [5.451877713336231, 51.49118464044744], [5.4518089237863006, 51.49141299019328], [5.451581923956025, 51.49278298506408], [5.451492663448683, 51.49381043609482], [5.451447864649477, 51.49471471806229]]], [[[5.451401777070344, 51.49470935032516], [5.451447877375774, 51.49472370669528], [5.451447864649477, 51.49471471806229], [5.451401777070344, 51.49470935032516]]]], ""type"": ""MultiPolygon""}";51.49372506620035, 5.458612319644513;Groenendijk 52 - Minitopia;EHV-ZP2022-0003;Eengezins;Koop(sociaal);2024;1;880-100;Nieuwbouw
309929;270;Castiliëlaan Buurtschap te Veld;In ontwikkeling;666;368266.035;3091.13274803398;"{""coordinates"": [[[[5.451447864649477, 51.49471471806229], [5.456157475644148, 51.49524954247362], [5.458947146394964, 51.49547616739726], [5.461072759464068, 51.49556022982036], [5.468022424539637, 51.495612240929624], [5.467541658206339, 51.49491325738958], [5.467335486799076, 51.49477137893731], [5.467015605896196, 51.494657442910864], [5.466946410248382, 51.49461434484626], [5.466122361937216, 51.493573122795254], [5.465733819117302, 51.49371630494503], [5.464291526265881, 51.49234739990207], [5.464291308071324, 51.492218862457186], [5.463786782754707, 51.49189111000884], [5.462805500596244, 51.492333992682866], [5.461732161364523, 51.492848835214076], [5.4612746094148426, 51.49306305696882], [5.460955079921445, 51.49314865197143], [5.460658520116107, 51.493191984987476], [5.460246738979603, 51.49322010892446], [5.459857884383421, 51.493178105691364], [5.459422837746651, 51.49306422069709], [5.459195212110667, 51.4929924525812], [5.45466529157864, 51.491154293358335], [5.453979633465236, 51.49096952296594], [5.453294126190842, 51.49088452239818], [5.45201389157512, 51.490756705258484], [5.4519912411253975, 51.491028174882835], [5.451877713336231, 51.49118464044744], [5.4518089237863006, 51.49141299019328], [5.451581923956025, 51.49278298506408], [5.451492663448683, 51.49381043609482], [5.451447864649477, 51.49471471806229]]], [[[5.451401777070344, 51.49470935032516], [5.451447877375774, 51.49472370669528], [5.451447864649477, 51.49471471806229], [5.451401777070344, 51.49470935032516]]]], ""type"": ""MultiPolygon""}";51.49372506620035, 5.458612319644513;Boslust 3 - Minitopia;EHV-ZP2022-0008;Eengezins;Koop(sociaal);2024;1;880-100;Nieuwbouw
309942;270;Castiliëlaan Buurtschap te Veld;In ontwikkeling;666;368266.035;3091.13274803398;"{""coordinates"": [[[[5.451447864649477, 51.49471471806229], [5.456157475644148, 51.49524954247362], [5.458947146394964, 51.49547616739726], [5.461072759464068, 51.49556022982036], [5.468022424539637, 51.495612240929624], [5.467541658206339, 51.49491325738958], [5.467335486799076, 51.49477137893731], [5.467015605896196, 51.494657442910864], [5.466946410248382, 51.49461434484626], [5.466122361937216, 51.493573122795254], [5.465733819117302, 51.49371630494503], [5.464291526265881, 51.49234739990207], [5.464291308071324, 51.492218862457186], [5.463786782754707, 51.49189111000884], [5.462805500596244, 51.492333992682866], [5.461732161364523, 51.492848835214076], [5.4612746094148426, 51.49306305696882], [5.460955079921445, 51.49314865197143], [5.460658520116107, 51.493191984987476], [5.460246738979603, 51.49322010892446], [5.459857884383421, 51.493178105691364], [5.459422837746651, 51.49306422069709], [5.459195212110667, 51.4929924525812], [5.45466529157864, 51.491154293358335], [5.453979633465236, 51.49096952296594], [5.453294126190842, 51.49088452239818], [5.45201389157512, 51.490756705258484], [5.4519912411253975, 51.491028174882835], [5.451877713336231, 51.49118464044744], [5.4518089237863006, 51.49141299019328], [5.451581923956025, 51.49278298506408], [5.451492663448683, 51.49381043609482], [5.451447864649477, 51.49471471806229]]], [[[5.451401777070344, 51.49470935032516], [5.451447877375774, 51.49472370669528], [5.451447864649477, 51.49471471806229], [5.451401777070344, 51.49470935032516]]]], ""type"": ""MultiPolygon""}";51.49372506620035, 5.458612319644513;Boslust 33 - Minitopia;EHV-ZP2022-0015;Eengezins;Koop(sociaal);2023;1;880-100;Nieuwbouw
309944;270;Castiliëlaan Buurtschap te Veld;In ontwikkeling;666;368266.035;3091.13274803398;"{""coordinates"": [[[[5.451447864649477, 51.49471471806229], [5.456157475644148, 51.49524954247362], [5.458947146394964, 51.49547616739726], [5.461072759464068, 51.49556022982036], [5.468022424539637, 51.495612240929624], [5.467541658206339, 51.49491325738958], [5.467335486799076, 51.49477137893731], [5.467015605896196, 51.494657442910864], [5.466946410248382, 51.49461434484626], [5.466122361937216, 51.493573122795254], [5.465733819117302, 51.49371630494503], [5.464291526265881, 51.49234739990207], [5.464291308071324, 51.492218862457186], [5.463786782754707, 51.49189111000884], [5.462805500596244, 51.492333992682866], [5.461732161364523, 51.492848835214076], [5.4612746094148426, 51.49306305696882], [5.460955079921445, 51.49314865197143], [5.460658520116107, 51.493191984987476], [5.460246738979603, 51.49322010892446], [5.459857884383421, 51.493178105691364], [5.459422837746651, 51.49306422069709], [5.459195212110667, 51.4929924525812], [5.45466529157864, 51.491154293358335], [5.453979633465236, 51.49096952296594], [5.453294126190842, 51.49088452239818], [5.45201389157512, 51.490756705258484], [5.4519912411253975, 51.491028174882835], [5.451877713336231, 51.49118464044744], [5.4518089237863006, 51.49141299019328], [5.451581923956025, 51.49278298506408], [5.451492663448683, 51.49381043609482], [5.451447864649477, 51.49471471806229]]], [[[5.451401777070344, 51.49470935032516], [5.451447877375774, 51.49472370669528], [5.451447864649477, 51.49471471806229], [5.451401777070344, 51.49470935032516]]]], ""type"": ""MultiPolygon""}";51.49372506620035, 5.458612319644513;Duizend Morgen 15 - LL040;EHV-ZP2022-0007;Eengezins;Huur(betaalbaar);2024;1;880-101;Nieuwbouw
309947;270;Castiliëlaan Buurtschap te Veld;In ontwikkeling;666;368266.035;3091.13274803398;"{""coordinates"": [[[[5.451447864649477, 51.49471471806229], [5.456157475644148, 51.49524954247362], [5.458947146394964, 51.49547616739726], [5.461072759464068, 51.49556022982036], [5.468022424539637, 51.495612240929624], [5.467541658206339, 51.49491325738958], [5.467335486799076, 51.49477137893731], [5.467015605896196, 51.494657442910864], [5.466946410248382, 51.49461434484626], [5.466122361937216, 51.493573122795254], [5.465733819117302, 51.49371630494503], [5.464291526265881, 51.49234739990207], [5.464291308071324, 51.492218862457186], [5.463786782754707, 51.49189111000884], [5.462805500596244, 51.492333992682866], [5.461732161364523, 51.492848835214076], [5.4612746094148426, 51.49306305696882], [5.460955079921445, 51.49314865197143], [5.460658520116107, 51.493191984987476], [5.460246738979603, 51.49322010892446], [5.459857884383421, 51.493178105691364], [5.459422837746651, 51.49306422069709], [5.459195212110667, 51.4929924525812], [5.45466529157864, 51.491154293358335], [5.453979633465236, 51.49096952296594], [5.453294126190842, 51.49088452239818], [5.45201389157512, 51.490756705258484], [5.4519912411253975, 51.491028174882835], [5.451877713336231, 51.49118464044744], [5.4518089237863006, 51.49141299019328], [5.451581923956025, 51.49278298506408], [5.451492663448683, 51.49381043609482], [5.451447864649477, 51.49471471806229]]], [[[5.451401777070344, 51.49470935032516], [5.451447877375774, 51.49472370669528], [5.451447864649477, 51.49471471806229], [5.451401777070344, 51.49470935032516]]]], ""type"": ""MultiPolygon""}";51.49372506620035, 5.458612319644513;Boslust 1 - Minitopia;EHV-ZP2023-0000;Eengezins;Koop(sociaal);2024;1;880-100;Nieuwbouw
309950;270;Castiliëlaan Buurtschap te Veld;In ontwikkeling;666;368266.035;3091.13274803398;"{""coordinates"": [[[[5.451447864649477, 51.49471471806229], [5.456157475644148, 51.49524954247362], [5.458947146394964, 51.49547616739726], [5.461072759464068, 51.49556022982036], [5.468022424539637, 51.495612240929624], [5.467541658206339, 51.49491325738958], [5.467335486799076, 51.49477137893731], [5.467015605896196, 51.494657442910864], [5.466946410248382, 51.49461434484626], [5.466122361937216, 51.493573122795254], [5.465733819117302, 51.49371630494503], [5.464291526265881, 51.49234739990207], [5.464291308071324, 51.492218862457186], [5.463786782754707, 51.49189111000884], [5.462805500596244, 51.492333992682866], [5.461732161364523, 51.492848835214076], [5.4612746094148426, 51.49306305696882], [5.460955079921445, 51.49314865197143], [5.460658520116107, 51.493191984987476], [5.460246738979603, 51.49322010892446], [5.459857884383421, 51.493178105691364], [5.459422837746651, 51.49306422069709], [5.459195212110667, 51.4929924525812], [5.45466529157864, 51.491154293358335], [5.453979633465236, 51.49096952296594], [5.453294126190842, 51.49088452239818], [5.45201389157512, 51.490756705258484], [5.4519912411253975, 51.491028174882835], [5.451877713336231, 51.49118464044744], [5.4518089237863006, 51.49141299019328], [5.451581923956025, 51.49278298506408], [5.451492663448683, 51.49381043609482], [5.451447864649477, 51.49471471806229]]], [[[5.451401777070344, 51.49470935032516], [5.451447877375774, 51.49472370669528], [5.451447864649477, 51.49471471806229], [5.451401777070344, 51.49470935032516]]]], ""type"": ""MultiPolygon""}";51.49372506620035, 5.458612319644513;Fase 3 - Kamer N - Raakeind 1 t/m 24 en 26 t/m 36 even;EHV-ZP2022-0023;Eengezins;Huur(betaalbaar);2023;30;880-100;Nieuwbouw
309964;270;Castiliëlaan Buurtschap te Veld;In ontwikkeling;666;368266.035;3091.13274803398;"{""coordinates"": [[[[5.451447864649477, 51.49471471806229], [5.456157475644148, 51.49524954247362], [5.458947146394964, 51.49547616739726], [5.461072759464068, 51.49556022982036], [5.468022424539637, 51.495612240929624], [5.467541658206339, 51.49491325738958], [5.467335486799076, 51.49477137893731], [5.467015605896196, 51.494657442910864], [5.466946410248382, 51.49461434484626], [5.466122361937216, 51.493573122795254], [5.465733819117302, 51.49371630494503], [5.464291526265881, 51.49234739990207], [5.464291308071324, 51.492218862457186], [5.463786782754707, 51.49189111000884], [5.462805500596244, 51.492333992682866], [5.461732161364523, 51.492848835214076], [5.4612746094148426, 51.49306305696882], [5.460955079921445, 51.49314865197143], [5.460658520116107, 51.493191984987476], [5.460246738979603, 51.49322010892446], [5.459857884383421, 51.493178105691364], [5.459422837746651, 51.49306422069709], [5.459195212110667, 51.4929924525812], [5.45466529157864, 51.491154293358335], [5.453979633465236, 51.49096952296594], [5.453294126190842, 51.49088452239818], [5.45201389157512, 51.490756705258484], [5.4519912411253975, 51.491028174882835], [5.451877713336231, 51.49118464044744], [5.4518089237863006, 51.49141299019328], [5.451581923956025, 51.49278298506408], [5.451492663448683, 51.49381043609482], [5.451447864649477, 51.49471471806229]]], [[[5.451401777070344, 51.49470935032516], [5.451447877375774, 51.49472370669528], [5.451447864649477, 51.49471471806229], [5.451401777070344, 51.49470935032516]]]], ""type"": ""MultiPolygon""}";51.49372506620035, 5.458612319644513;Boslust 6 - Minitopia;V21/47600;Eengezins;Koop(sociaal);2023;1;880-100;Nieuwbouw
