Location;Data;SeperatedTimestamps;Timestamp;SeperatedTimestamps_entities;separateIdentities;latentity;lonentity;pm1entity;pm25entity;pm10entity;Latitude;Longitude;PM1;PM2.5;PM10;geopoint
522;"[{""Timestamp"": ""2023-03-14T04:30:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4137}, {""Name"": ""Lon"", ""Value"": 5.4708}, {""Name"": ""PM1"", ""Value"": 3.7}, {""Name"": ""PM2.5"", ""Value"": 5.08}, {""Name"": ""PM10"", ""Value"": 8.79}, {""Name"": ""NO2"", ""Value"": 35.0}]}, {""Timestamp"": ""2023-03-14T04:40:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4137}, {""Name"": ""Lon"", ""Value"": 5.4708}, {""Name"": ""PM1"", ""Value"": 3.27}, {""Name"": ""PM2.5"", ""Value"": 4.03}, {""Name"": ""PM10"", ""Value"": 7.02}, {""Name"": ""NO2"", ""Value"": 34.0}]}, {""Timestamp"": ""2023-03-14T04:50:01Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4137}, {""Name"": ""Lon"", ""Value"": 5.4708}, {""Name"": ""PM1"", ""Value"": 3.29}, {""Name"": ""PM2.5"", ""Value"": 3.97}, {""Name"": ""PM10"", ""Value"": 6.89}, {""Name"": ""NO2"", ""Value"": 34.0}]}, {""Timestamp"": ""2023-03-14T05:00:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4137}, {""Name"": ""Lon"", ""Value"": 5.4708}, {""Name"": ""PM1"", ""Value"": 3.54}, {""Name"": ""PM2.5"", ""Value"": 4.78}, {""Name"": ""PM10"", ""Value"": 9.42}, {""Name"": ""NO2"", ""Value"": 32.0}]}, {""Timestamp"": ""2023-03-14T05:10:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4137}, {""Name"": ""Lon"", ""Value"": 5.4708}, {""Name"": ""PM1"", ""Value"": 3.92}, {""Name"": ""PM2.5"", ""Value"": 5.33}, {""Name"": ""PM10"", ""Value"": 9.96}, {""Name"": ""NO2"", ""Value"": 32.0}]}, {""Timestamp"": ""2023-03-14T05:20:01Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4137}, {""Name"": ""Lon"", ""Value"": 5.4708}, {""Name"": ""PM1"", ""Value"": 4.52}, {""Name"": ""PM2.5"", ""Value"": 5.82}, {""Name"": ""PM10"", ""Value"": 10.11}, {""Name"": ""NO2"", ""Value"": 31.0}]}, {""Timestamp"": ""2023-03-14T05:30:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4137}, {""Name"": ""Lon"", ""Value"": 5.4708}, {""Name"": ""PM1"", ""Value"": 3.88}, {""Name"": ""PM2.5"", ""Value"": 5.53}, {""Name"": ""PM10"", ""Value"": 8.87}, {""Name"": ""NO2"", ""Value"": 31.0}]}, {""Timestamp"": ""2023-03-14T05:40:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4137}, {""Name"": ""Lon"", ""Value"": 5.4708}, {""Name"": ""PM1"", ""Value"": 4.36}, {""Name"": ""PM2.5"", ""Value"": 5.96}, {""Name"": ""PM10"", ""Value"": 11.5}, {""Name"": ""NO2"", ""Value"": 30.0}]}, {""Timestamp"": ""2023-03-14T05:50:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4137}, {""Name"": ""Lon"", ""Value"": 5.4708}, {""Name"": ""PM1"", ""Value"": 3.61}, {""Name"": ""PM2.5"", ""Value"": 5.48}, {""Name"": ""PM10"", ""Value"": 8.6}, {""Name"": ""NO2"", ""Value"": 30.0}]}, {""Timestamp"": ""2023-03-14T06:00:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4137}, {""Name"": ""Lon"", ""Value"": 5.4708}, {""Name"": ""PM1"", ""Value"": 3.92}, {""Name"": ""PM2.5"", ""Value"": 5.78}, {""Name"": ""PM10"", ""Value"": 10.46}, {""Name"": ""NO2"", ""Value"": 30.0}]}]";"{""Timestamp"": ""2023-03-14T04:40:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4137}, {""Name"": ""Lon"", ""Value"": 5.4708}, {""Name"": ""PM1"", ""Value"": 3.27}, {""Name"": ""PM2.5"", ""Value"": 4.03}, {""Name"": ""PM10"", ""Value"": 7.02}, {""Name"": ""NO2"", ""Value"": 34.0}]}";2023-03-14T05:40:00+01:00;"[{""Name"": ""Lat"", ""Value"": 51.4137}, {""Name"": ""Lon"", ""Value"": 5.4708}, {""Name"": ""PM1"", ""Value"": 3.27}, {""Name"": ""PM2.5"", ""Value"": 4.03}, {""Name"": ""PM10"", ""Value"": 7.02}, {""Name"": ""NO2"", ""Value"": 34.0}]";"{""Name"": ""Lat"", ""Value"": 51.4137};{""Name"": ""Lon"", ""Value"": 5.4708};{""Name"": ""PM1"", ""Value"": 3.27};{""Name"": ""PM2.5"", ""Value"": 4.03};{""Name"": ""PM10"", ""Value"": 7.02};{""Name"": ""NO2"", ""Value"": 34.0}";"{""Name"": ""Lat"", ""Value"": 51.4137}";"{""Name"": ""Lon"", ""Value"": 5.4708}";"{""Name"": ""PM1"", ""Value"": 3.27}";"{""Name"": ""PM2.5"", ""Value"": 4.03}";"{""Name"": ""PM10"", ""Value"": 7.02}";51.4137;5.4708;3.27;4.03;7.02;51.4137, 5.4708
522;"[{""Timestamp"": ""2023-03-14T04:30:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4137}, {""Name"": ""Lon"", ""Value"": 5.4708}, {""Name"": ""PM1"", ""Value"": 3.7}, {""Name"": ""PM2.5"", ""Value"": 5.08}, {""Name"": ""PM10"", ""Value"": 8.79}, {""Name"": ""NO2"", ""Value"": 35.0}]}, {""Timestamp"": ""2023-03-14T04:40:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4137}, {""Name"": ""Lon"", ""Value"": 5.4708}, {""Name"": ""PM1"", ""Value"": 3.27}, {""Name"": ""PM2.5"", ""Value"": 4.03}, {""Name"": ""PM10"", ""Value"": 7.02}, {""Name"": ""NO2"", ""Value"": 34.0}]}, {""Timestamp"": ""2023-03-14T04:50:01Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4137}, {""Name"": ""Lon"", ""Value"": 5.4708}, {""Name"": ""PM1"", ""Value"": 3.29}, {""Name"": ""PM2.5"", ""Value"": 3.97}, {""Name"": ""PM10"", ""Value"": 6.89}, {""Name"": ""NO2"", ""Value"": 34.0}]}, {""Timestamp"": ""2023-03-14T05:00:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4137}, {""Name"": ""Lon"", ""Value"": 5.4708}, {""Name"": ""PM1"", ""Value"": 3.54}, {""Name"": ""PM2.5"", ""Value"": 4.78}, {""Name"": ""PM10"", ""Value"": 9.42}, {""Name"": ""NO2"", ""Value"": 32.0}]}, {""Timestamp"": ""2023-03-14T05:10:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4137}, {""Name"": ""Lon"", ""Value"": 5.4708}, {""Name"": ""PM1"", ""Value"": 3.92}, {""Name"": ""PM2.5"", ""Value"": 5.33}, {""Name"": ""PM10"", ""Value"": 9.96}, {""Name"": ""NO2"", ""Value"": 32.0}]}, {""Timestamp"": ""2023-03-14T05:20:01Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4137}, {""Name"": ""Lon"", ""Value"": 5.4708}, {""Name"": ""PM1"", ""Value"": 4.52}, {""Name"": ""PM2.5"", ""Value"": 5.82}, {""Name"": ""PM10"", ""Value"": 10.11}, {""Name"": ""NO2"", ""Value"": 31.0}]}, {""Timestamp"": ""2023-03-14T05:30:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4137}, {""Name"": ""Lon"", ""Value"": 5.4708}, {""Name"": ""PM1"", ""Value"": 3.88}, {""Name"": ""PM2.5"", ""Value"": 5.53}, {""Name"": ""PM10"", ""Value"": 8.87}, {""Name"": ""NO2"", ""Value"": 31.0}]}, {""Timestamp"": ""2023-03-14T05:40:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4137}, {""Name"": ""Lon"", ""Value"": 5.4708}, {""Name"": ""PM1"", ""Value"": 4.36}, {""Name"": ""PM2.5"", ""Value"": 5.96}, {""Name"": ""PM10"", ""Value"": 11.5}, {""Name"": ""NO2"", ""Value"": 30.0}]}, {""Timestamp"": ""2023-03-14T05:50:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4137}, {""Name"": ""Lon"", ""Value"": 5.4708}, {""Name"": ""PM1"", ""Value"": 3.61}, {""Name"": ""PM2.5"", ""Value"": 5.48}, {""Name"": ""PM10"", ""Value"": 8.6}, {""Name"": ""NO2"", ""Value"": 30.0}]}, {""Timestamp"": ""2023-03-14T06:00:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4137}, {""Name"": ""Lon"", ""Value"": 5.4708}, {""Name"": ""PM1"", ""Value"": 3.92}, {""Name"": ""PM2.5"", ""Value"": 5.78}, {""Name"": ""PM10"", ""Value"": 10.46}, {""Name"": ""NO2"", ""Value"": 30.0}]}]";"{""Timestamp"": ""2023-03-14T05:00:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4137}, {""Name"": ""Lon"", ""Value"": 5.4708}, {""Name"": ""PM1"", ""Value"": 3.54}, {""Name"": ""PM2.5"", ""Value"": 4.78}, {""Name"": ""PM10"", ""Value"": 9.42}, {""Name"": ""NO2"", ""Value"": 32.0}]}";2023-03-14T06:00:00+01:00;"[{""Name"": ""Lat"", ""Value"": 51.4137}, {""Name"": ""Lon"", ""Value"": 5.4708}, {""Name"": ""PM1"", ""Value"": 3.54}, {""Name"": ""PM2.5"", ""Value"": 4.78}, {""Name"": ""PM10"", ""Value"": 9.42}, {""Name"": ""NO2"", ""Value"": 32.0}]";"{""Name"": ""Lat"", ""Value"": 51.4137};{""Name"": ""Lon"", ""Value"": 5.4708};{""Name"": ""PM1"", ""Value"": 3.54};{""Name"": ""PM2.5"", ""Value"": 4.78};{""Name"": ""PM10"", ""Value"": 9.42};{""Name"": ""NO2"", ""Value"": 32.0}";"{""Name"": ""Lat"", ""Value"": 51.4137}";"{""Name"": ""Lon"", ""Value"": 5.4708}";"{""Name"": ""PM1"", ""Value"": 3.54}";"{""Name"": ""PM2.5"", ""Value"": 4.78}";"{""Name"": ""PM10"", ""Value"": 9.42}";51.4137;5.4708;3.54;4.78;9.42;51.4137, 5.4708
524;"[{""Timestamp"": ""2023-03-14T04:30:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4584}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 2.49}, {""Name"": ""PM2.5"", ""Value"": 4.15}, {""Name"": ""PM10"", ""Value"": 7.81}, {""Name"": ""NO2"", ""Value"": 35.0}]}, {""Timestamp"": ""2023-03-14T04:40:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4584}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 2.27}, {""Name"": ""PM2.5"", ""Value"": 3.8}, {""Name"": ""PM10"", ""Value"": 6.0}, {""Name"": ""NO2"", ""Value"": 38.0}]}, {""Timestamp"": ""2023-03-14T04:50:01Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4584}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 1.54}, {""Name"": ""PM2.5"", ""Value"": 2.24}, {""Name"": ""PM10"", ""Value"": 5.25}, {""Name"": ""NO2"", ""Value"": 36.0}]}, {""Timestamp"": ""2023-03-14T05:00:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4584}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 1.54}, {""Name"": ""PM2.5"", ""Value"": 2.95}, {""Name"": ""PM10"", ""Value"": 6.2}, {""Name"": ""NO2"", ""Value"": 34.0}]}, {""Timestamp"": ""2023-03-14T05:10:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4583}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 1.8}, {""Name"": ""PM2.5"", ""Value"": 2.89}, {""Name"": ""PM10"", ""Value"": 7.04}, {""Name"": ""NO2"", ""Value"": 38.0}]}, {""Timestamp"": ""2023-03-14T05:20:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4583}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 2.5}, {""Name"": ""PM2.5"", ""Value"": 3.48}, {""Name"": ""PM10"", ""Value"": 8.07}, {""Name"": ""NO2"", ""Value"": 34.0}]}, {""Timestamp"": ""2023-03-14T05:30:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4583}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 2.08}, {""Name"": ""PM2.5"", ""Value"": 3.16}, {""Name"": ""PM10"", ""Value"": 9.11}, {""Name"": ""NO2"", ""Value"": 34.0}]}, {""Timestamp"": ""2023-03-14T05:40:01Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4583}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 2.3}, {""Name"": ""PM2.5"", ""Value"": 3.31}, {""Name"": ""PM10"", ""Value"": 7.13}, {""Name"": ""NO2"", ""Value"": 34.0}]}, {""Timestamp"": ""2023-03-14T05:50:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4583}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 3.24}, {""Name"": ""PM2.5"", ""Value"": 4.18}, {""Name"": ""PM10"", ""Value"": 8.97}, {""Name"": ""NO2"", ""Value"": 33.0}]}, {""Timestamp"": ""2023-03-14T06:00:01Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4583}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 3.01}, {""Name"": ""PM2.5"", ""Value"": 3.58}, {""Name"": ""PM10"", ""Value"": 7.07}, {""Name"": ""NO2"", ""Value"": 28.0}]}]";"{""Timestamp"": ""2023-03-14T05:00:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4584}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 1.54}, {""Name"": ""PM2.5"", ""Value"": 2.95}, {""Name"": ""PM10"", ""Value"": 6.2}, {""Name"": ""NO2"", ""Value"": 34.0}]}";2023-03-14T06:00:00+01:00;"[{""Name"": ""Lat"", ""Value"": 51.4584}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 1.54}, {""Name"": ""PM2.5"", ""Value"": 2.95}, {""Name"": ""PM10"", ""Value"": 6.2}, {""Name"": ""NO2"", ""Value"": 34.0}]";"{""Name"": ""Lat"", ""Value"": 51.4584};{""Name"": ""Lon"", ""Value"": 5.405};{""Name"": ""PM1"", ""Value"": 1.54};{""Name"": ""PM2.5"", ""Value"": 2.95};{""Name"": ""PM10"", ""Value"": 6.2};{""Name"": ""NO2"", ""Value"": 34.0}";"{""Name"": ""Lat"", ""Value"": 51.4584}";"{""Name"": ""Lon"", ""Value"": 5.405}";"{""Name"": ""PM1"", ""Value"": 1.54}";"{""Name"": ""PM2.5"", ""Value"": 2.95}";"{""Name"": ""PM10"", ""Value"": 6.2}";51.4584;5.405;1.54;2.95;6.2;51.4584, 5.405
524;"[{""Timestamp"": ""2023-03-14T04:30:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4584}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 2.49}, {""Name"": ""PM2.5"", ""Value"": 4.15}, {""Name"": ""PM10"", ""Value"": 7.81}, {""Name"": ""NO2"", ""Value"": 35.0}]}, {""Timestamp"": ""2023-03-14T04:40:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4584}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 2.27}, {""Name"": ""PM2.5"", ""Value"": 3.8}, {""Name"": ""PM10"", ""Value"": 6.0}, {""Name"": ""NO2"", ""Value"": 38.0}]}, {""Timestamp"": ""2023-03-14T04:50:01Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4584}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 1.54}, {""Name"": ""PM2.5"", ""Value"": 2.24}, {""Name"": ""PM10"", ""Value"": 5.25}, {""Name"": ""NO2"", ""Value"": 36.0}]}, {""Timestamp"": ""2023-03-14T05:00:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4584}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 1.54}, {""Name"": ""PM2.5"", ""Value"": 2.95}, {""Name"": ""PM10"", ""Value"": 6.2}, {""Name"": ""NO2"", ""Value"": 34.0}]}, {""Timestamp"": ""2023-03-14T05:10:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4583}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 1.8}, {""Name"": ""PM2.5"", ""Value"": 2.89}, {""Name"": ""PM10"", ""Value"": 7.04}, {""Name"": ""NO2"", ""Value"": 38.0}]}, {""Timestamp"": ""2023-03-14T05:20:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4583}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 2.5}, {""Name"": ""PM2.5"", ""Value"": 3.48}, {""Name"": ""PM10"", ""Value"": 8.07}, {""Name"": ""NO2"", ""Value"": 34.0}]}, {""Timestamp"": ""2023-03-14T05:30:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4583}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 2.08}, {""Name"": ""PM2.5"", ""Value"": 3.16}, {""Name"": ""PM10"", ""Value"": 9.11}, {""Name"": ""NO2"", ""Value"": 34.0}]}, {""Timestamp"": ""2023-03-14T05:40:01Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4583}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 2.3}, {""Name"": ""PM2.5"", ""Value"": 3.31}, {""Name"": ""PM10"", ""Value"": 7.13}, {""Name"": ""NO2"", ""Value"": 34.0}]}, {""Timestamp"": ""2023-03-14T05:50:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4583}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 3.24}, {""Name"": ""PM2.5"", ""Value"": 4.18}, {""Name"": ""PM10"", ""Value"": 8.97}, {""Name"": ""NO2"", ""Value"": 33.0}]}, {""Timestamp"": ""2023-03-14T06:00:01Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4583}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 3.01}, {""Name"": ""PM2.5"", ""Value"": 3.58}, {""Name"": ""PM10"", ""Value"": 7.07}, {""Name"": ""NO2"", ""Value"": 28.0}]}]";"{""Timestamp"": ""2023-03-14T05:10:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4583}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 1.8}, {""Name"": ""PM2.5"", ""Value"": 2.89}, {""Name"": ""PM10"", ""Value"": 7.04}, {""Name"": ""NO2"", ""Value"": 38.0}]}";2023-03-14T06:10:00+01:00;"[{""Name"": ""Lat"", ""Value"": 51.4583}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 1.8}, {""Name"": ""PM2.5"", ""Value"": 2.89}, {""Name"": ""PM10"", ""Value"": 7.04}, {""Name"": ""NO2"", ""Value"": 38.0}]";"{""Name"": ""Lat"", ""Value"": 51.4583};{""Name"": ""Lon"", ""Value"": 5.405};{""Name"": ""PM1"", ""Value"": 1.8};{""Name"": ""PM2.5"", ""Value"": 2.89};{""Name"": ""PM10"", ""Value"": 7.04};{""Name"": ""NO2"", ""Value"": 38.0}";"{""Name"": ""Lat"", ""Value"": 51.4583}";"{""Name"": ""Lon"", ""Value"": 5.405}";"{""Name"": ""PM1"", ""Value"": 1.8}";"{""Name"": ""PM2.5"", ""Value"": 2.89}";"{""Name"": ""PM10"", ""Value"": 7.04}";51.4583;5.405;1.8;2.89;7.04;51.4583, 5.405
524;"[{""Timestamp"": ""2023-03-14T04:30:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4584}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 2.49}, {""Name"": ""PM2.5"", ""Value"": 4.15}, {""Name"": ""PM10"", ""Value"": 7.81}, {""Name"": ""NO2"", ""Value"": 35.0}]}, {""Timestamp"": ""2023-03-14T04:40:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4584}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 2.27}, {""Name"": ""PM2.5"", ""Value"": 3.8}, {""Name"": ""PM10"", ""Value"": 6.0}, {""Name"": ""NO2"", ""Value"": 38.0}]}, {""Timestamp"": ""2023-03-14T04:50:01Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4584}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 1.54}, {""Name"": ""PM2.5"", ""Value"": 2.24}, {""Name"": ""PM10"", ""Value"": 5.25}, {""Name"": ""NO2"", ""Value"": 36.0}]}, {""Timestamp"": ""2023-03-14T05:00:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4584}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 1.54}, {""Name"": ""PM2.5"", ""Value"": 2.95}, {""Name"": ""PM10"", ""Value"": 6.2}, {""Name"": ""NO2"", ""Value"": 34.0}]}, {""Timestamp"": ""2023-03-14T05:10:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4583}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 1.8}, {""Name"": ""PM2.5"", ""Value"": 2.89}, {""Name"": ""PM10"", ""Value"": 7.04}, {""Name"": ""NO2"", ""Value"": 38.0}]}, {""Timestamp"": ""2023-03-14T05:20:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4583}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 2.5}, {""Name"": ""PM2.5"", ""Value"": 3.48}, {""Name"": ""PM10"", ""Value"": 8.07}, {""Name"": ""NO2"", ""Value"": 34.0}]}, {""Timestamp"": ""2023-03-14T05:30:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4583}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 2.08}, {""Name"": ""PM2.5"", ""Value"": 3.16}, {""Name"": ""PM10"", ""Value"": 9.11}, {""Name"": ""NO2"", ""Value"": 34.0}]}, {""Timestamp"": ""2023-03-14T05:40:01Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4583}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 2.3}, {""Name"": ""PM2.5"", ""Value"": 3.31}, {""Name"": ""PM10"", ""Value"": 7.13}, {""Name"": ""NO2"", ""Value"": 34.0}]}, {""Timestamp"": ""2023-03-14T05:50:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4583}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 3.24}, {""Name"": ""PM2.5"", ""Value"": 4.18}, {""Name"": ""PM10"", ""Value"": 8.97}, {""Name"": ""NO2"", ""Value"": 33.0}]}, {""Timestamp"": ""2023-03-14T06:00:01Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4583}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 3.01}, {""Name"": ""PM2.5"", ""Value"": 3.58}, {""Name"": ""PM10"", ""Value"": 7.07}, {""Name"": ""NO2"", ""Value"": 28.0}]}]";"{""Timestamp"": ""2023-03-14T05:30:00Z"", ""Entities"": [{""Name"": ""Lat"", ""Value"": 51.4583}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 2.08}, {""Name"": ""PM2.5"", ""Value"": 3.16}, {""Name"": ""PM10"", ""Value"": 9.11}, {""Name"": ""NO2"", ""Value"": 34.0}]}";2023-03-14T06:30:00+01:00;"[{""Name"": ""Lat"", ""Value"": 51.4583}, {""Name"": ""Lon"", ""Value"": 5.405}, {""Name"": ""PM1"", ""Value"": 2.08}, {""Name"": ""PM2.5"", ""Value"": 3.16}, {""Name"": ""PM10"", ""Value"": 9.11}, {""Name"": ""NO2"", ""Value"": 34.0}]";"{""Name"": ""Lat"", ""Value"": 51.4583};{""Name"": ""Lon"", ""Value"": 5.405};{""Name"": ""PM1"", ""Value"": 2.08};{""Name"": ""PM2.5"", ""Value"": 3.16};{""Name"": ""PM10"", ""Value"": 9.11};{""Name"": ""NO2"", ""Value"": 34.0}";"{""Name"": ""Lat"", ""Value"": 51.4583}";"{""Name"": ""Lon"", ""Value"": 5.405}";"{""Name"": ""PM1"", ""Value"": 2.08}";"{""Name"": ""PM2.5"", ""Value"": 3.16}";"{""Name"": ""PM10"", ""Value"": 9.11}";51.4583;5.405;2.08;3.16;9.11;51.4583, 5.405
